ra dec zspec source id
150.14266968 2.24886823 2.13616 3DHST 6883
150.07670593 2.24917364 2.08793 3DHST 6939
150.07723999 2.24925208 2.29861 3DHST 6947
150.08125305 2.24985242 2.04195 3DHST 6960
150.1063385 2.25157928 2.16293 3DHST 7136
150.07434082 2.25161457 2.1772 3DHST 7145
150.18496704 2.25584936 2.08947 3DHST 7561
150.10559082 2.2575295 2.16927 3DHST 7650
150.14868164 2.25883579 2.09875 3DHST 7769
150.07002258 2.25973153 2.29202 3DHST 7813
150.06562805 2.26099634 2.07714 3DHST 7884
150.06394958 2.26115227 2.10651 3DHST 7951
150.06622314 2.26212883 2.10496 3DHST 8003
150.06738281 2.26129699 2.07253 3DHST 8006
150.14508057 2.26268411 2.53248 3DHST 8051
150.07234192 2.26204276 2.10185 3DHST 8068
150.10421753 2.26492858 2.38719 3DHST 8375
150.09838867 2.26593447 2.09102 3DHST 8509
150.12216187 2.26810122 2.05873 3DHST 8617
150.05838013 2.26722455 2.1003 3DHST 8636
150.09741211 2.2684586 2.08638 3DHST 8700
150.06895447 2.26927829 2.16927 3DHST 8775
150.06095886 2.26967239 2.01319 3DHST 8859
150.16317749 2.27189159 2.06792 3DHST 9092
150.10316467 2.27280855 2.06485 3DHST 9151
150.19438171 2.27331686 2.21556 3DHST 9178
150.08587646 2.27505851 2.21877 3DHST 9362
150.1635437 2.27508616 2.51486 3DHST 9393
150.1257019 2.27526426 2.09875 3DHST 9395
150.0758667 2.27716589 2.1346 3DHST 9577
150.14129639 2.27821231 2.19312 3DHST 9653
150.05949402 2.28000975 2.47467 3DHST 9818
150.19622803 2.2822063 2.55374 3DHST 10012
150.08343506 2.28578138 2.1003 3DHST 10347
150.13941956 2.28528643 2.01621 3DHST 10369
150.10054016 2.28717947 2.01772 3DHST 10444
150.09423828 2.28726935 2.40757 3DHST 10565
150.14541626 2.2874012 2.19153 3DHST 10591
150.05480957 2.28926277 2.12052 3DHST 10748
150.09849548 2.28974271 2.1174 3DHST 10754
150.11695862 2.29328609 2.14559 3DHST 11137
150.07331848 2.29329729 2.43494 3DHST 11142
150.08421326 2.29332805 2.05567 3DHST 11151
150.08427429 2.29393888 2.16135 3DHST 11200
150.16409302 2.29436445 2.06792 3DHST 11271
150.11956787 2.29578662 2.09102 3DHST 11337
150.08148193 2.29891276 2.04652 3DHST 11724
150.15290833 2.29876328 2.50433 3DHST 11726
150.10604858 2.30013084 2.09102 3DHST 11762
150.15805054 2.2989707 2.17561 3DHST 11763
150.17320251 2.29965091 2.02527 3DHST 11776
150.17355347 2.30004573 2.09566 3DHST 11840
150.17251587 2.30120444 2.28051 3DHST 11944
150.07461548 2.30201101 2.1346 3DHST 12020
150.15071106 2.30282784 2.25275 3DHST 12110
150.1187439 2.30269337 2.55374 3DHST 12148
150.17758179 2.30511427 2.0972 3DHST 12339
150.07731628 2.30480814 2.10185 3DHST 12368
150.179245 2.30706692 2.26252 3DHST 12549
150.13435364 2.30732942 2.52542 3DHST 12577
150.17880249 2.30711651 2.09256 3DHST 12587
150.19252014 2.30803275 2.01018 3DHST 12591
150.19641113 2.30955338 2.06639 3DHST 12794
150.08969116 2.31272411 2.45389 3DHST 13060
150.09609985 2.31346965 2.01319 3DHST 13083
150.10557556 2.31424236 2.25112 3DHST 13194
150.10279846 2.3176775 2.44526 3DHST 13543
150.09991455 2.31968522 2.14401 3DHST 13761
150.10011292 2.32041645 2.52366 3DHST 13764
150.07209778 2.32402492 2.0833 3DHST 14171
150.06665039 2.32430863 2.21877 3DHST 14180
150.07310486 2.32646155 2.09566 3DHST 14428
150.1091156 2.32938075 2.5662 3DHST 14626
150.08966064 2.33157349 2.04348 3DHST 14903
150.06918335 2.3337872 2.55729 3DHST 15065
150.17698669 2.33446169 2.16768 3DHST 15164
150.06819153 2.33434129 2.51662 3DHST 15165
150.09255981 2.33639932 2.02376 3DHST 15316
150.19883728 2.33723283 2.22522 3DHST 15424
150.13366699 2.33850431 2.04804 3DHST 15518
150.08045959 2.33966112 2.53071 3DHST 15656
150.11506653 2.33989167 2.01169 3DHST 15679
150.12181091 2.3413322 2.4401 3DHST 15792
150.08979797 2.34102488 2.25926 3DHST 15794
150.12591553 2.34150982 2.07406 3DHST 15835
150.17828369 2.3461895 2.5662 3DHST 16359
150.11810303 2.34780598 2.48685 3DHST 16527
150.09912109 2.34789014 2.53601 3DHST 16534
150.07304382 2.34854889 2.27232 3DHST 16536
150.16816711 2.34836173 2.44699 3DHST 16540
150.09460449 2.34890866 2.27723 3DHST 16605
150.09156799 2.35240602 2.1174 3DHST 16869
150.09829712 2.35157871 2.14559 3DHST 16874
150.08065796 2.35378456 2.2756 3DHST 17093
150.15356445 2.35772848 2.55374 3DHST 17427
150.13635254 2.35718608 2.06792 3DHST 17463
150.0945282 2.35825491 2.50608 3DHST 17517
150.09480286 2.35905862 2.57691 3DHST 17600
150.08357239 2.36209011 2.18197 3DHST 17920
150.05923462 2.36285019 2.02981 3DHST 17981
150.09620667 2.36309981 2.15819 3DHST 18016
150.17373657 2.36405802 2.47641 3DHST 18121
150.08398438 2.36483836 2.0756 3DHST 18209
150.09854126 2.36535811 2.36356 3DHST 18252
150.13670349 2.36602402 2.58945 3DHST 18320
150.12484741 2.36709547 2.1003 3DHST 18416
150.05197144 2.3697679 2.25112 3DHST 18710
150.13111877 2.37006903 2.09875 3DHST 18733
150.08792114 2.3704021 2.36188 3DHST 18742
150.14752197 2.37011766 2.466 3DHST 18751
150.08705139 2.37045217 2.56442 3DHST 18767
150.1598053 2.37118149 2.47641 3DHST 18857
150.16355896 2.3724339 2.08638 3DHST 18925
150.14651489 2.37231255 2.08022 3DHST 18977
150.11117554 2.37329888 2.44182 3DHST 19090
150.11038208 2.37359762 2.48163 3DHST 19134
150.11027527 2.37412214 2.23006 3DHST 19153
150.10028076 2.37692738 2.27396 3DHST 19454
150.11009216 2.37732482 2.45561 3DHST 19499
150.14517212 2.37818456 2.00567 3DHST 19563
150.13327026 2.3787477 2.20432 3DHST 19572
150.1471405 2.37792969 2.14244 3DHST 19576
150.07527161 2.37940502 2.19472 3DHST 19680
150.10778809 2.37949491 2.20272 3DHST 19705
150.18717957 2.38015485 2.38042 3DHST 19736
150.12802124 2.3804915 2.06639 3DHST 19801
150.08625793 2.38141561 2.46773 3DHST 19891
150.14886475 2.38387394 2.49558 3DHST 20092
150.17066956 2.3836031 2.40928 3DHST 20118
150.17338562 2.38414884 2.53248 3DHST 20135
150.17329407 2.3850801 2.09411 3DHST 20252
150.18031311 2.38773012 2.5219 3DHST 20475
150.18135071 2.3876791 2.19952 3DHST 20499
150.11195374 2.38844752 2.04043 3DHST 20545
150.16152954 2.39095259 2.01772 3DHST 20746
150.07049561 2.3931005 2.2236 3DHST 21002
150.14775085 2.39748645 2.09411 3DHST 21410
150.09230042 2.39893842 2.37198 3DHST 21477
150.09336853 2.39862609 2.50608 3DHST 21541
150.10824585 2.39930081 2.16927 3DHST 21570
150.05789185 2.40083838 2.47989 3DHST 21743
150.15299988 2.40434885 2.55374 3DHST 22044
150.13233948 2.41116738 2.045 3DHST 22695
150.08908081 2.41121221 2.27069 3DHST 22724
150.10360718 2.41172099 2.40928 3DHST 22804
150.07122803 2.41378546 2.34511 3DHST 22977
150.07147217 2.41453314 2.42808 3DHST 22995
150.06814575 2.41546917 2.48163 3DHST 23134
150.10519409 2.41641998 2.47467 3DHST 23210
150.07243347 2.41613889 2.55374 3DHST 23212
150.06626892 2.41654873 2.51662 3DHST 23237
150.08757019 2.41851807 2.05109 3DHST 23299
150.10714722 2.41830921 2.49209 3DHST 23334
150.06639099 2.42121387 2.23167 3DHST 23673
150.14176941 2.42227268 2.00567 3DHST 23734
150.11517334 2.42553139 2.0972 3DHST 24020
150.06040955 2.43015528 2.18197 3DHST 24301
150.06419373 2.43049574 2.01922 3DHST 24421
150.13900757 2.43374944 2.23167 3DHST 24701
150.05670166 2.43466282 2.46946 3DHST 24763
150.10066223 2.43854785 2.46253 3DHST 25090
150.1084137 2.43971491 2.1772 3DHST 25229
150.14984131 2.44207835 2.04957 3DHST 25403
150.09396362 2.44244981 2.50608 3DHST 25443
150.07374573 2.44302726 2.1772 3DHST 25474
150.06906128 2.44399381 2.43666 3DHST 25515
150.10209656 2.44338655 2.09411 3DHST 25576
150.10801697 2.44431233 2.03739 3DHST 25616
150.10533142 2.4453516 2.48337 3DHST 25692
150.07965088 2.44955325 2.19792 3DHST 26039
150.10279846 2.44971013 2.58228 3DHST 26073
150.06974792 2.45252323 2.50433 3DHST 26345
150.12512207 2.45578432 2.26415 3DHST 26651
150.12464905 2.46155334 2.45561 3DHST 27071
150.10031128 2.46255851 2.47641 3DHST 27120
150.15179443 2.46318126 2.09875 3DHST 27246
150.16612244 2.47132516 2.05567 3DHST 27793
150.13961792 2.48189425 2.04957 3DHST 28546
150.13934326 2.48177195 2.36188 3DHST 28565
150.13946533 2.48252487 2.045 3DHST 28690
150.15632629 2.4852469 2.05873 3DHST 28884
150.37741 1.938318 2.208 VUDS 5100521696
150.18688 1.948517 2.4988 VUDS 5100546580
150.38672 2.066264 2.4192 VUDS 5100749467
150.31713 2.063564 2.452 VUDS 5100750191
150.33591 2.06163 2.413 VUDS 5100750518
150.38424 2.043793 2.5916 VUDS 5100753530
150.35032 2.024258 2.4849 VUDS 5100756455
150.37581 2.00292 2.3534 VUDS 5100759431
150.32924 1.990217 2.2856 VUDS 5100761170
150.29614 1.968757 2.4766 VUDS 5100763941
150.18811 2.113879 2.5551 VUDS 5100767196
150.21896 2.111198 2.1856 VUDS 5100767716
150.21053 2.104489 2.245 VUDS 5100769351
150.16788 2.071518 2.4278 VUDS 5100773383
150.18813 2.071606 2.4428 VUDS 5100774255
150.20767 2.060965 2.4453 VUDS 5100775427
150.20405 2.063203 2.22 VUDS 5100775708
150.22237 2.059182 2.42 VUDS 5100775860
150.16647 2.01496 2.2324 VUDS 5100782847
149.87818 2.11698 2.4726 VUDS 5100816688
149.78594 2.12005 2.1455 VUDS 5100816842
149.79967 2.11414 2.2232 VUDS 5100818126
149.80769 2.112087 2.4142 VUDS 5100818163
149.81029 2.110961 2.2133 VUDS 5100818194
149.8114 2.110924 2.2797 VUDS 5100818196
149.8639 2.110218 2.426 VUDS 5100818370
149.88523 2.09962 2.4477 VUDS 5100819629
149.77879 2.101985 2.3166 VUDS 5100819730
149.79351 2.099976 2.3065 VUDS 5100820103
149.83092 2.09203 2.2132 VUDS 5100820904
149.89002 2.091076 2.5177 VUDS 5100821369
149.84656 2.089151 2.2129 VUDS 5100821639
149.77688 2.082293 2.1958 VUDS 5100822200
149.81135 2.068911 2.2918 VUDS 5100824484
149.87516 2.067372 2.2155 VUDS 5100824669
149.78954 2.066267 2.2407 VUDS 5100824982
149.85441 2.063404 2.1984 VUDS 5100825294
150.40433 2.167413 2.213 VUDS 5100962101
150.3584 2.280368 2.3285 VUDS 5100970554
150.29426 2.275004 2.4245 VUDS 5100970986
150.32605 2.264997 2.1509 VUDS 5100972674
150.29822 2.2459 2.146 VUDS 5100974743
150.30024 2.246251 2.4736 VUDS 5100974753
150.31602 2.244567 2.5832 VUDS 5100975642
150.36527 2.243684 2.5834 VUDS 5100975910
150.2277 2.236016 2.4821 VUDS 5100977050
150.29764 2.176849 2.4522 VUDS 5100986097
150.25002 2.165185 2.3899 VUDS 5100987744
150.3905 2.158113 2.5972 VUDS 5100988642
150.23907 2.153263 2.3025 VUDS 5100989632
150.32709 2.149491 2.0057 VUDS 5100990266
150.22977 2.140046 2.2852 VUDS 5100991778
150.20668 2.283033 2.4605 VUDS 5100995200
150.227 2.275502 2.436 VUDS 5100996522
150.21952 2.269203 2.5993 VUDS 5100997323
150.16478 2.260697 2.446 VUDS 5100998761
150.22519 2.249809 2.0983 VUDS 5101000426
150.18253 2.235927 2.1908 VUDS 5101002470
150.22732 2.236137 2.3586 VUDS 5101002505
150.15286 2.181428 2.2811 VUDS 5101010526
150.1511 2.163309 2.1405 VUDS 5101013782
150.17661 2.16106 2.4023 VUDS 5101013999
150.20182 2.161475 2.4664 VUDS 5101014145
150.18785 2.160743 2.169 VUDS 5101014292
150.21575 2.152538 2.1675 VUDS 5101015423
150.16976 2.140895 2.1711 VUDS 5101017171
150.22058 2.136986 2.3156 VUDS 5101017728
150.19673 2.292641 2.1328 VUDS 5101019304
149.74223 2.285155 2.4397 VUDS 5101045052
149.87568 2.275081 2.4329 VUDS 5101046721
149.80855 2.272279 2.3366 VUDS 5101047109
149.79162 2.268436 2.3459 VUDS 5101047135
149.80711 2.247469 2.5604 VUDS 5101049546
149.88123 2.253884 2.4988 VUDS 5101049936
149.8433 2.253443 2.1645 VUDS 5101049971
149.86877 2.247194 2.5355 VUDS 5101050489
149.88338 2.245164 2.4386 VUDS 5101050971
149.81513 2.242113 2.1044 VUDS 5101051556
149.79422 2.240973 2.2769 VUDS 5101051735
149.79825 2.23869 2.2672 VUDS 5101052056
149.7883 2.192857 2.4548 VUDS 5101059073
149.85092 2.19147 2.2346 VUDS 5101059122
149.89187 2.176372 2.2772 VUDS 5101060345
149.85581 2.181415 2.1713 VUDS 5101060861
149.7787 2.180108 2.3672 VUDS 5101060943
149.78612 2.179184 2.2009 VUDS 5101061123
149.8084 2.161496 2.5037 VUDS 5101063605
149.812 2.153396 2.2647 VUDS 5101065082
149.81716 2.151446 2.2667 VUDS 5101065161
149.77871 2.139817 2.1173 VUDS 5101066802
149.78253 2.137212 2.263 VUDS 5101067651
150.32557 2.360177 2.4859 VUDS 5101211337
150.32961 2.359151 2.3158 VUDS 5101211442
150.25042 2.346265 2.5033 VUDS 5101213323
150.35148 2.341159 2.5889 VUDS 5101213958
150.2477 2.332621 2.4759 VUDS 5101215577
150.33342 2.325282 2.2522 VUDS 5101216692
150.32968 2.319498 2.4693 VUDS 5101216818
150.24005 2.321546 2.5878 VUDS 5101216892
150.23204 2.318071 2.0617 VUDS 5101217793
150.254 2.304919 2.5085 VUDS 5101218392
150.33201 2.30952 2.1785 VUDS 5101218888
150.2997 2.310852 2.1317 VUDS 5101218959
150.32748 2.300986 2.5938 VUDS 5101220332
149.864738 1.942723 2.3744 VUDS 510123102
150.14763 2.367186 2.452 VUDS 5101235293
150.1642 2.365403 2.4571 VUDS 5101235549
150.17002 2.360769 2.4626 VUDS 5101236265
150.16078 2.349238 2.3068 VUDS 5101237723
150.15372 2.337016 2.4408 VUDS 5101239530
150.17929 2.328692 2.5585 VUDS 5101240553
150.18837 2.329189 2.2879 VUDS 5101240563
150.15046 2.3166 2.2758 VUDS 5101242475
150.21575 2.312179 2.5025 VUDS 5101243212
149.85933 2.361495 2.4221 VUDS 5101285136
149.81556 2.35923 2.4719 VUDS 5101285479
149.8012 2.348799 2.4431 VUDS 5101286960
149.86865 2.335431 2.4712 VUDS 5101288604
149.79743 2.337291 2.4693 VUDS 5101288717
149.79967 2.321153 2.5006 VUDS 5101291110
149.85977 2.318611 2.4144 VUDS 5101291549
149.875 2.315763 2.0158 VUDS 5101291907
149.83634 2.313843 2.102 VUDS 5101292020
149.84561 2.295793 2.2263 VUDS 5101293053
149.819511 1.962536 2.5149 VUDS 510132817
150.044786 1.975637 2.4824 VUDS 510139850
150.066238 2.12246 2.3523 VUDS 510220218
150.090406 2.1512 2.2976 VUDS 510236484
150.038404 2.177673 2.4311 VUDS 510251353
149.93418 2.234089 2.3028 VUDS 510283065
150.051702 2.23767 2.4373 VUDS 510286178
150.033697 2.303534 2.038 VUDS 510319584
150.10517 1.953287 2.3422 VUDS 510545734
150.06278 1.948748 2.1876 VUDS 510545851
150.06953 1.944824 2.3309 VUDS 510546094
150.07994 1.949867 2.4951 VUDS 510546380
150.06791 1.942323 2.5463 VUDS 510547614
150.13859 1.937083 2.3735 VUDS 510548045
150.12209 1.935396 2.3863 VUDS 510548478
149.96119 1.95458 2.495 VUDS 510570486
149.95033 1.95176 2.2665 VUDS 510570865
150.05306 1.948074 2.0549 VUDS 510571567
149.90933 1.945726 2.5437 VUDS 510571668
149.96573 1.942759 2.4753 VUDS 510572245
149.94257 1.942125 2.2142 VUDS 510572393
149.91355 1.940396 2.306 VUDS 510572612
149.93937 1.938912 2.5029 VUDS 510572671
149.86669 1.952681 2.5979 VUDS 510594820
149.8708 1.946205 2.5587 VUDS 510594826
149.79431 1.952244 2.5236 VUDS 510594954
149.87566 1.951686 2.5625 VUDS 510594985
149.82652 1.938228 2.5017 VUDS 510595977
150.11275 2.122132 2.1352 VUDS 510766577
150.14733 2.116769 2.1647 VUDS 510767381
150.09252 2.1117 2.2883 VUDS 510768339
150.10526 2.109952 2.5298 VUDS 510768599
150.1035 2.104096 2.4292 VUDS 510768915
150.11942 2.078901 2.4172 VUDS 510772823
150.09427 2.070558 2.4625 VUDS 510774421
150.11773 2.07016 2.3038 VUDS 510774446
150.0885 2.061168 2.2731 VUDS 510775677
150.1092 2.059046 2.4956 VUDS 510775967
150.11976 2.04754 2.1068 VUDS 510776661
150.06233 2.048057 2.5395 VUDS 510777439
150.13987 2.023903 2.1293 VUDS 510781352
150.12771 1.991696 2.5304 VUDS 510786123
150.1263 1.980771 2.3668 VUDS 510787830
150.11189 1.977432 2.4563 VUDS 510788005
150.09913 1.979259 2.5289 VUDS 510788069
150.10111 1.974308 2.4537 VUDS 510788880
149.90184 1.960391 2.5935 VUDS 510791249
149.98688 2.125213 2.5844 VUDS 510791469
149.98908 2.116284 2.437 VUDS 510792657
149.90205 2.115799 2.0737 VUDS 510792843
149.95433 2.102948 2.4265 VUDS 510794774
149.94347 2.088711 2.4207 VUDS 510796580
150.03483 2.084678 2.3898 VUDS 510797261
149.94051 2.07277 2.3407 VUDS 510799175
149.98534 2.07128 2.4281 VUDS 510799304
149.8984 2.0715 2.327 VUDS 510799393
149.96591 2.069733 2.5053 VUDS 510799661
149.92118 2.067633 2.2115 VUDS 510799958
149.99643 2.06778 2.1527 VUDS 510800077
149.95213 2.062781 2.5545 VUDS 510800237
149.95985 2.061613 2.3976 VUDS 510800850
149.93956 2.052416 2.3172 VUDS 510802200
149.89524 2.028955 2.1121 VUDS 510805979
150.05114 2.022484 2.4874 VUDS 510806200
149.9646 2.025278 2.5931 VUDS 510806235
149.89806 1.987699 2.542 VUDS 510811272
149.96453 1.977486 2.49 VUDS 510813145
149.99792 1.97127 2.3903 VUDS 510813937
150.04618 1.967607 2.4814 VUDS 510814730
149.91564 1.966152 2.59 VUDS 510814934
149.88652 2.11365 2.4594 VUDS 510817244
149.82271 2.047161 2.343 VUDS 510828040
149.81327 2.040681 2.4818 VUDS 510829001
149.73623 2.027978 2.449 VUDS 510830907
149.88704 2.025844 2.0105 VUDS 510831295
149.83384 2.022649 2.582 VUDS 510831694
149.88294 1.989454 2.3061 VUDS 510836060
149.82596 1.986973 2.4616 VUDS 510836806
149.73779 1.985552 2.547 VUDS 510836980
149.81759 1.983298 2.374 VUDS 510837509
149.88431 1.978337 2.4339 VUDS 510838307
149.86062 1.975455 2.5539 VUDS 510838687
149.78549 1.966794 2.5779 VUDS 510839982
150.11948 2.284595 2.5355 VUDS 510995442
150.13193 2.272704 2.56 VUDS 510996891
150.09388 2.265662 2.0978 VUDS 510998000
150.08062 2.242843 2.4416 VUDS 511001423
150.09524 2.242337 2.097 VUDS 511001467
150.07697 2.189087 2.2351 VUDS 511006489
150.12498 2.190862 2.2813 VUDS 511009605
150.08692 2.185087 2.3787 VUDS 511010096
150.08871 2.177316 2.4167 VUDS 511011237
150.13973 2.179061 2.411 VUDS 511011249
150.299488 1.94142 2.512 VUDS 5110122479
150.383445 1.957003 2.2304 VUDS 5110130410
150.09778 2.140253 2.5274 VUDS 511016554
150.07654 2.145309 2.56 VUDS 511016670
150.309098 2.062991 2.5245 VUDS 5110187449
150.0824 2.129057 2.3122 VUDS 511018769
150.03721 2.289272 2.4439 VUDS 511019860
149.93181 2.28936 2.5651 VUDS 511019868
149.93595 2.290144 2.5574 VUDS 511019888
149.93402 2.276653 2.1356 VUDS 511021820
149.837504 2.1227 2.3798 VUDS 5110220472
150.212436 2.123181 2.5097 VUDS 5110220834
149.852552 2.126338 2.534 VUDS 5110222807
149.98025 2.271623 2.39 VUDS 511022315
149.95663 2.272989 2.4944 VUDS 511022381
149.9453 2.264231 2.4434 VUDS 511023658
149.90032 2.258921 2.4977 VUDS 511024357
149.95331 2.254232 2.3098 VUDS 511025184
149.98907 2.251143 2.1164 VUDS 511025675
149.833679 2.191474 2.533 VUDS 5110259991
149.99516 2.237341 2.4485 VUDS 511027238
149.9877 2.238159 2.1471 VUDS 511027524
150.376308 2.24024 2.5105 VUDS 5110286287
149.95029 2.228429 2.4402 VUDS 511029010
150.155132 2.256635 2.4727 VUDS 5110295022
149.789746 2.264466 2.4806 VUDS 5110299369
149.854704 2.325964 2.3222 VUDS 5110332497
149.785287 2.32869 2.1047 VUDS 5110333485
150.196687 2.359716 2.5729 VUDS 5110350719
149.99092 2.187562 2.2217 VUDS 511035263
149.89977 2.186976 2.4247 VUDS 511035338
149.96084 2.177973 2.4166 VUDS 511036744
149.97744 2.175108 2.2641 VUDS 511037109
149.93083 2.175234 2.1369 VUDS 511037160
150.0593 2.17144 2.0845 VUDS 511037540
149.90254 2.166591 2.5751 VUDS 511037579
149.91941 2.154001 2.3966 VUDS 511040285
149.95858 2.148327 2.1863 VUDS 511040894
149.95391 2.142624 2.4226 VUDS 511041246
149.95584 2.142755 2.4193 VUDS 511041251
149.91328 2.13577 2.3695 VUDS 511042313
150.09892 2.346936 2.5512 VUDS 511236728
150.09711 2.349276 2.4662 VUDS 511236765
150.13022 2.300095 2.5487 VUDS 511245061
150.11507 2.299542 2.492 VUDS 511245269
150.10998 2.298704 2.5792 VUDS 511245286
149.95206 2.366308 2.4465 VUDS 511259739
150.0549 2.361915 2.5183 VUDS 511260418
149.9872 2.355167 2.4738 VUDS 511261584
149.94554 2.347874 2.5799 VUDS 511262269
149.99944 2.336352 2.5811 VUDS 511264470
150.04304 2.316956 2.442 VUDS 511267244
149.97301 2.312008 2.5509 VUDS 511268457
149.9593 2.307599 2.551 VUDS 511268936
150.400169 1.955848 2.2833 VUDS 5120496674
150.211493 1.945019 2.3348 VUDS 5120546616
150.326908 2.094127 2.2825 VUDS 5120745673
150.338628 2.077568 2.5447 VUDS 5120746915
150.256677 1.992786 2.1078 VUDS 5120760967
150.251781 1.981743 2.014 VUDS 5120762672
150.381335 1.976723 2.4045 VUDS 5120763450
150.317744 1.966848 2.3762 VUDS 5120764906
150.226341 2.107506 2.1964 VUDS 5120768934
150.184441 2.106662 2.3126 VUDS 5120769021
150.203659 2.121047 2.1366 VUDS 5120791186
150.245046 2.158042 2.3533 VUDS 5120988812
150.325595 2.142214 2.3233 VUDS 5120991340
150.1466 2.271857 2.5595 VUDS 5120996922
150.236514 2.348708 2.5124 VUDS 5121212989
150.353893 2.319419 2.4989 VUDS 5121217641
150.298247 2.316526 2.5799 VUDS 5121218036
150.359796 2.314882 2.4804 VUDS 5121218289
150.386158 2.306749 2.1917 VUDS 5121219598
150.2178208 1.9693472 2.2088 VUDS 5150000862
150.166068 1.965166 2.263 VUDS 5170042625
150.179867 1.992502 2.1961 VUDS 5170046899
150.189401 2.018055 2.2266 VUDS 5170051362
150.326503 2.037296 2.1975 VUDS 5170054565
150.212113 2.040089 2.1102 VUDS 5170055021
149.824233 2.068637 2.2196 VUDS 5170060148
150.178656 2.069245 2.2232 VUDS 5170060255
149.809911 2.081656 2.1938 VUDS 5170062533
150.377382 2.124922 2.2347 VUDS 5170070593
150.374588 2.129786 2.5717 VUDS 5170071549
149.872659 2.285739 2.3505 VUDS 5170099062
149.825264 2.293638 2.4354 VUDS 5170100445
