clamato_id ra dec zspec source id gmag rmag imag tomo_flag arcsec_to_COSMOS15_photometry mstar mstar_err sfr_nuv sfr_nuv_corr sfr_nuv_corr_err
110 150.06034851 2.38277268 2.18819 MOSDEF 19985 23.306 22.981 22.645 1 0.04357558985837557 38548923557.4 7201975383.98 27.905638018397006 105.66868315950065 31.442917116236014
111 150.06848145 2.38355184 2.18571 MOSDEF 20062 23.936 23.566 23.354 1 0.049369087359484254 35920625876.9 10827281489.7 16.987408835725205 78.22567511174843 22.616244524249733
112 150.08201599 2.38666105 2.46801 MOSDEF 20368 24.856 24.489 24.365 1 0.0206182358324974 9789472969.53 4359305716.18 9.872255883176026 24.551302310468465 12.828675527240105
113 150.12336731 2.39652991 2.12437 MOSDEF 21324 25.749 25.345 25.291 1 0.061548494193448045 2778293204.2 1474951258.03 2.5354165281120813 5.702743372542441 3.544154334792268
114 150.05541992 2.40240431 2.55142 MOSDEF 21928 24.861 24.852 24.219 1 0.1364547185677024 4367317095.96 2153765177.28 9.716976760882668 19.173350956937917 12.43168121871523
115 150.11531067 2.40918398 2.51555 MOSDEF 22552 24.809 24.458 24.354 1 0.40334291186312454 13818866821.3 5875606919.19 15.396422650490802 37.48980610698298 20.269708469277735
116 150.0909729 2.41233087 2.27586 MOSDEF 22882 25.007 24.623 24.604 1 0.09997423273329463 2392148086.19 1110123787.38 4.904397881665919 9.264411391948935 6.150160904420707
117 150.05934143 2.42129493 2.54901 MOSDEF 23663 25.164 24.463 24.237 1 0.07082596597551663 13714760222.9 5690982476.71 9.822042466004607 30.854575695244876 13.497373946177351
118 150.1833496 2.2019176 2.18818 ZFIRE 1085 25.318 24.998 24.865 1 0.10602755010163617 2831131957.57 1486576133.12 5.324615706422104 10.288902702923501 6.753107024326075
119 150.129837 2.2028654 2.09755 ZFIRE 1180 25.163 25.201 25.135 1 0.062386964329974925 1008907196.89 588780595.814 3.859321772650896 5.022211112190191 4.598944471088599
120 150.190567 2.2038417 2.03884 ZFIRE 1236 -99.0 -99.0 -99.0 1 0.2246872716281103 935597849.621 574791790.239 2.2923596629644285 3.749439824913435 2.8402550259436845
121 150.1171722 2.2044213 2.08516 ZFIRE 1303 26.318 25.83 25.67 1 0.07920074842978968 2058581936.0 1082311659.13 1.9374579293341916 4.154017777421204 2.7526775705633715
122 150.203064 2.2055438 2.18882 ZFIRE 1349 25.102 24.669 24.535 1 0.09811430637244341 7448534892.98 3523219429.02 8.543396532091418 21.935236803503606 11.367233249082792
123 150.1234283 2.2056477 2.09779 ZFIRE 1385 24.455 24.346 24.182 1 0.2313370552392705 2129147308.59 1137041880.18 7.474056516616225 11.514908332171082 8.979396013643155
124 150.1326904 2.2118645 2.10546 ZFIRE 1787 -99.0 -99.0 -99.0 1 0.3153534287955274 146095125243.0 24120703018.2 4.60831251387989 36.39611375534907 5.207020811280325
125 150.1680908 2.2112861 2.17045 ZFIRE 1814 25.115 24.694 24.491 1 0.02173352885506324 6767144489.09 3000139122.29 6.243549059482654 17.950466142854133 8.253850680630103
126 150.1569519 2.2128756 2.08668 ZFIRE 1930 24.653 24.424 24.386 1 0.10558111632889745 2692645719.66 1428367972.51 6.388502349099448 10.970929672549685 7.921382578577151
127 150.1525879 2.2130544 2.3065 ZFIRE 1961 26.232 25.823 25.618 1 0.08567532396621025 6240805996.47 3100362999.33 2.814996211477756 9.519367719246205 4.175398251596138
128 150.1656494 2.2136619 2.00856 ZFIRE 2007 25.443 25.145 24.929 1 0.04225480949130919 3035709717.96 1568033406.78 3.2100377656833112 7.9046940607772145 4.460149296827628
129 150.1004028 2.2140844 2.31711 ZFIRE 2061 25.558 25.21 25.211 1 0.12116320511372669 914506674.944 482416652.424 2.465107463273968 3.6934298591527517 3.0729503272096172
130 150.0983887 2.2152505 2.09658 ZFIRE 2117 26.229 25.8 25.445 1 0.05341321475087421 13910712343.4 5617398219.53 1.9814720048801258 11.555951818453588 2.8122029774590467
131 150.1653137 2.2158439 2.01226 ZFIRE 2153 24.28 24.064 23.949 1 0.10281590182424878 7779438936.16 3327316789.58 8.318870371030936 19.7617312757314 11.267391899861483
132 150.190567 2.1884806 2.15725 ZFIRE 237 24.827 24.596 24.387 1 0.12197912817182485 5668868699.87 2816050377.11 6.87021347004938 14.774408210753984 9.016249260105026
133 150.0975342 2.2184007 2.08079 ZFIRE 2370 25.646 25.162 24.952 1 0.07109222994452032 4770275826.18 2458527037.1 3.7791425808824646 10.87628655976607 5.511707166535114
134 150.1937866 2.2201109 2.15115 ZFIRE 2522 24.486 24.172 24.067 1 0.05617181790701717 5780843579.21 2666600565.11 9.569735548150835 19.389182102885137 12.07033909080784
135 150.1216278 2.2205873 2.22877 ZFIRE 2526 -99.0 -99.0 -99.0 1 0.2594586505128343 64051283416.8 20420263510.2 2.2350787153624547 9.896270955441546 3.8307141477239997
136 150.0895386 2.2235634 2.08291 ZFIRE 2715 24.628 24.407 24.229 1 0.09518193937482555 8593028688.61 3937932439.21 9.513568970349896 23.283758023578713 12.196009334655427
137 150.1172638 2.2238791 2.08583 ZFIRE 2723 24.934 24.619 24.215 1 0.05708930992583243 74838398344.1 21107725273.9 5.99736982433435 25.99007767979958 8.801984092416973
138 150.119339 2.2241209 2.22853 ZFIRE 2765 24.206 23.853 23.652 1 0.14118432231676506 31413707750.9 12317334593.6 12.910539060897424 55.28712476307164 18.368531121182535
139 150.0976105 2.2242281 2.09806 ZFIRE 2790 25.142 24.946 24.678 1 0.10766326033127778 6755952718.97 3305573848.72 5.453415882790717 13.76376709040909 7.328020935922091
140 150.0567017 2.2249906 2.2005 ZFIRE 2864 26.0 26.131 26.213 1 0.17715159217534593 2567378918.19 1387080602.2 1.6969148340158553 4.599354186590024 2.484365772904604
141 150.1719971 2.2262583 2.20004 ZFIRE 2943 25.855 25.711 25.919 1 0.06291471844504042 3254086358.77 1677956563.6 1.5866506439230577 4.770051934482278 2.3923444573462196
142 150.1150665 2.2271106 2.30371 ZFIRE 3021 25.993 25.804 25.93 1 0.181913661199946 1263160269.88 673047550.843 2.067234646187147 3.638361854301612 2.7487320520410146
143 150.0876465 2.228945 2.12785 ZFIRE 3119 25.076 25.029 24.889 1 0.08044342103594472 4907161785.19 2437855731.72 5.24620478067411 11.368378202295613 6.958879025735415
144 150.1843414 2.2313366 2.19184 ZFIRE 3274 24.543 24.255 24.159 1 0.04258884480396793 6600939681.55 3003904769.2 8.848366099241268 20.829110157988428 11.366918748735054
145 150.1211243 2.232429 2.22873 ZFIRE 3353 25.196 24.985 25.04 1 0.06634958399962256 2776311380.68 1452520621.25 3.3601420110729006 6.6114927543375455 4.5359125413506645
146 150.0542755 2.2331657 2.17564 ZFIRE 3357 24.758 24.276 24.037 1 0.026794893921616453 70809228606.5 21079050682.2 13.154009771020368 59.134957838233206 18.95493785908977
147 150.1361237 2.233232 2.03862 ZFIRE 3373 21.95 21.45 21.268 1 0.008693411542025284 17250400295.9 1462659787.03 81.10264144183066 155.78616586566872 83.79337700407773
148 150.190506 2.1906483 2.15487 ZFIRE 342 25.63 25.109 24.672 1 0.05750151246234431 19908614670.8 8859057060.47 4.442819797555142 21.25858569361056 6.450610487281445
149 150.1351013 2.234504 2.14454 ZFIRE 3514 25.711 25.7 25.448 1 0.05437727182244124 4051096933.17 2067266702.8 2.642059467404122 7.098308618762525 3.836952077569635
