|          ra|       dec|  zspec| source|        id|  gmag|  rmag|  imag|tomo_flag|
|      double|    double| double|   char|      long|double|double|double|     long|
|         deg|       deg|       |       |          |      |      |      |         |
|        null|      null|   null|   null|      null|  null|  null|  null|     null|
   150.005463   2.166487  2.0023   zDeep    1038419 23.667 23.423 23.253         0 
   150.005569   2.094921   2.265   zDeep     795892 24.324 24.206 24.038         0 
   150.005966   2.190532  2.1873   zDeep    1034754 24.047 24.066 24.086         1 
   150.006882   2.529561  2.1648   zDeep    1480551 24.049 23.958 23.887         0 
   150.007828   2.249362  2.4414   zDeep    1025855  24.53 24.137 23.963         1 
   150.007858    2.21063  2.4173   zDeep    1031813 24.795 24.369 24.242         1 
   150.008453   2.503594  2.4769   zDeep    1484473 24.204 24.131 24.119         1 
   150.013672   2.466686  2.4148   zDeep    1489401 24.178 23.866 23.727         1 
   150.020142   1.932062  2.3846   zDeep     574061   24.9 24.556 24.345         0 
   150.023224   2.377221  2.3737   zDeep    1257530 24.438 24.052 24.155         1 
   150.025131   2.028777  2.1552   zDeep     805715 24.611 24.354 24.087         0 
    150.02594    2.47673  2.4532   zDeep    1488297 24.166 23.928 23.806         1 
   150.027603   2.248289  2.2786   zDeep    1025990 24.377 24.106 24.091         1 
   150.028763   2.232747  2.2179   zDeep    1028335 24.416 24.312 24.128         1 
   150.028839   2.330363  2.1477   zDeep    1265458 24.298 24.217 24.207         1 
   150.031708   2.098756     2.3   zDeep        -99  -99.0  -99.0  -99.0         0 
   150.032974   2.482237   2.457   zDeep        -99  -99.0  -99.0  -99.0         1 
   150.033325   2.628587  2.1472   zDeep    1711037  -99.0  -99.0  -99.0         0 
   150.033569   2.235491  2.5602   zDeep    1027684 24.603 24.456 24.505         0 
    150.03569   2.289587  2.4498   zDeep    1019840 24.006 23.574 23.461         1 
   150.037491   2.193803  2.0938   zDeep    1034240 23.966 23.916 23.822         1 
   150.037979   2.216912  2.4265   zDeep    1030321 24.362 23.996 23.878         1 
   150.038147   2.044924  2.1459   zDeep     803193  24.86 24.704 24.512         0 
   150.039215   2.616214  2.4308   zDeep    1468311 24.104 23.689 23.535         0 
   150.044083   2.094777   2.062   zDeep     795895 24.617 24.442   24.3         0 
   150.046051   2.166504  2.0045   zDeep    1038435 23.659 23.386 23.203         0 
   150.046631   2.314031  2.1634   zDeep        -99  -99.0  -99.0  -99.0         1 
   150.048599   2.065494  2.0566   zDeep     800431 25.109 24.846 24.725         0 
   150.049744   2.429319  2.0447   zDeep    1250330  24.29 24.149 24.021         0 
   150.052139   2.046292  2.4935   zDeep     802784 25.317 24.926 24.722         0 
   150.053238   2.151276  2.4352   zDeep    1038590 24.683 24.083 24.024         1 
   150.053314   1.961038  2.1239   zDeep     815491 24.959  24.57 24.478         0 
    150.05368   2.023659   2.544   zDeep     806192 25.122  24.64 24.452         0 
   150.054092   2.016419  2.4957   zDeep     807449 24.675 24.353  24.26         0 
   150.056732   2.434688   2.463   zDeep    1249749  25.05 24.474 24.375         1 
   150.059036    2.24053  2.2869   zDeep    1027221 24.172 24.048 24.142         1 
   150.059082   2.467022  2.2884   zDeep    1489265 24.532 24.453 24.479         1 
   150.060333   2.382777   2.188   zDeep    1257116 23.306 22.981 22.645         1 
   150.061539   2.283169  2.3766   zDeep     995336 24.501 24.319 24.266         1 
   150.062531   2.302299   2.101   zDeep    1244727 24.189 23.895 23.898         1 
   150.062576   1.977799  2.2284   zDeep     787985  25.27 25.043  24.95         0 
   150.063751   2.135373  2.1554   zDeep    1017961 24.136 24.074 24.058         0 
   150.063751   1.964642  2.5313   zDeep     790184 24.783 24.584 24.501         0 
   150.064163    2.43053   2.019   zDeep    1225889 23.794 23.767 23.687         0 
   150.064346   2.135173  2.2233   zDeep    1017959 24.427 24.212 24.118         0 
    150.06485   2.341569    2.09   zDeep    1238609 24.333 24.041 23.848         1 
   150.066574    2.34301  2.4955   zDeep    1238516 24.779  24.48 24.436         1 
   150.069412     2.3212  2.0833   zDeep    1241679 24.538 24.401 24.316         1 
   150.069748    2.45252   2.428   zDeep    1222683 24.471 24.352 24.298         1 
   150.075729   2.477152  2.4662   zDeep    1464375 24.795 24.577 24.538         1 
   150.075775   2.380657  2.4673   zDeep    1233053  23.72 23.354 23.273         1 
    150.07933   2.448405  2.0515   zDeep    1223274 23.477  23.32 23.081         1 
   150.079941   2.235183  2.0977   zDeep    1002633 24.736 24.618 24.449         1 
   150.080048   1.946416  2.0595   zDeep     546592  24.21 24.088  24.02         0 
   150.080597   2.072111  2.4088   zDeep     774212 24.542 24.255 24.289         0 
   150.083801   2.462854  2.4206   zDeep    1466347 24.914 24.809 24.521         1 
   150.084381   2.356042   2.084   zDeep    1236457  -99.0  -99.0  -99.0         1 
   150.084808   1.958134  2.4301   zDeep     544874  -99.0  -99.0  -99.0         0 
   150.085144   2.208677   2.055   zDeep    1006785 24.473 24.253 24.141         1 
   150.085419   2.405957   2.472   zDeep    1229094 24.474 23.595 23.467         1 
   150.085693   2.223178   2.199   zDeep    1004825 24.744 24.442 24.395         1 
   150.086395   2.177864  2.0904   zDeep    1011504 24.755  24.46 24.286         1 
   150.087845   2.116723  2.0971   zDeep     767306 24.063 24.043 23.938         0 
   150.088425   2.248489   2.299   zDeep    1000524 24.333 24.191 24.244         1 
   150.088715   1.969282  2.2329   zDeep     789671 23.424 23.198 23.083         0 
   150.093414   2.344893  2.0882   zDeep    1238170 23.896 23.718  23.58         1 
   150.097046   2.270184  2.0879   zDeep     997207 24.309 24.152 24.149         1 
   150.100616   2.024456  2.2127   zDeep     780597 24.386 23.939 23.717         0 
   150.100876   2.461486  2.4794   zDeep    1466404 24.735 24.208 24.126         1 
   150.102127     1.9306  2.3402   zDeep     549324 24.853 24.748 24.637         0 
   150.104736   2.215759  2.3244   zDeep    1005715 23.648 23.519 23.492         1 
   150.105347   2.445373  2.4748   zDeep    1223770 24.756 24.156 24.103         1 
   150.108414   2.439712  2.1774   zDeep    1224550 23.974 23.749 23.666         1 
   150.112717   2.319445    2.16   zDeep    1242018 24.048  23.72 23.472         1 
   150.114059   2.521533  2.2848   zDeep    1457363 24.386 24.184 24.077         0 
   150.118759    2.33757  2.5566   zDeep    1239045 24.264 23.881 23.799         0 
   150.119202   2.017362  2.3925   zDeep     782393  24.32 24.047 23.944         0 
   150.119278   2.296844  2.0975   zDeep    1245083 23.919 23.831 23.872         1 
   150.119324   2.224123   2.227   zDeep    1004243 24.206 23.853 23.652         1 
   150.121109   2.235409  2.4316   zDeep    1002580 24.175 24.203 24.194         1 
    150.12117   2.162472  2.2308   zDeep    1013877 24.269  23.82 23.616         1 
   150.123688   1.951408  2.4306   zDeep     546001 24.034 23.889 23.852         0 
   150.124588   2.543264  2.3475   zDeep    1454606 24.738  24.55 24.466         0 
   150.131439   2.127211  2.1679   zDeep    1019115 24.262 23.907  23.67         0 
   150.134171   1.985728  2.2412   zDeep     786100 24.804 24.477 24.344         0 
   150.134445   2.283634  2.4115   zDeep     995389 24.911 24.862 24.847         1 
   150.134827   2.355805  2.4473   zDeep    1236926 24.122  23.83 23.739         1 
   150.137405   2.072816  2.0649   zDeep     774012  24.73 24.539 24.225         0 
   150.137909   2.360973  2.2304   zDeep        -99  -99.0  -99.0  -99.0         1 
   150.138321   2.373615  2.4735   zDeep    1233375 25.218  25.09 24.911         1 
   150.139481   2.625916  2.0283   zDeep    1466859 24.163 23.925 23.781         0 
   150.141312   2.620336  2.4809   zDeep    1442965 25.463 24.988 24.915         0 
   150.142303   2.284217  2.1898   zDeep     995314  24.11 23.861 23.859         1 
   150.145096   2.605082  2.2812   zDeep    1445163 24.971 24.703 24.764         0 
   150.145584   2.157726  2.1718   zDeep    1013614 23.896 23.552 23.381         1 
   150.145767   2.341309  2.3591   zDeep    1238738  24.66 24.065 24.125         1 
   150.146072    2.00695  2.2351   zDeep     784085 24.633 24.441 24.245         0 
   150.147736   2.397448  2.0893   zDeep    1230825 24.413 24.093 24.113         1 
     150.1483   2.569933    2.26   zDeep    1450694 24.317 24.261 24.329         0 
   150.148453   2.213107  2.3088   zDeep    1005991 24.868 24.414 24.231         1 
    150.14888   2.383914   2.512   zDeep    1232419 23.294 23.034  22.95         1 
   150.153732   2.370494  2.4632   zDeep    1234679  25.41 25.443 25.315         1 
   150.156342   2.485218  2.0581   zDeep    1463231 24.261 24.004 23.931         1 
   150.157547   2.522614  2.4597   zDeep    1457412  -99.0  -99.0  -99.0         0 
   150.159027   2.574401  2.2469   zDeep    1449902 25.149 24.898 24.793         0 
   150.159103   2.244352   2.485   zDeep    1001171 25.205 25.136 25.144         1 
   150.159439   2.113466  2.3237   zDeep     767730  24.67 24.278 24.177         0 
   150.159805   2.371213  2.4626   zDeep    1234596 24.386 23.892 23.873         1 
   150.160034   2.354728   2.568   zDeep    1237031  24.52 24.348 24.363         0 
   150.160324   2.119519  2.1063   zDeep     766831 24.379 24.222 24.073         0 
   150.161011   2.275899     2.5   zDeep     996496  24.75 24.598 24.514         1 
   150.161194   2.035392  2.3418   zDeep     779593  -99.0  -99.0  -99.0         0 
   150.163437   2.000676  2.2314   zDeep     784836 24.718 24.524 24.579         0 
   150.164185   2.516386  2.2846   zDeep    1457968 24.104 23.869 23.758         0 
   150.164825   2.260686  2.4432   zDeep     998761 24.903 24.838 24.957         1 
   150.165192   2.154372  2.2364   zDeep    1014101 24.952 24.769  24.63         1 
   150.168396   1.990972  2.1174   zDeep     785703 23.953 23.734 23.669         0 
   150.168518   2.217379  2.5117   zDeep    1005277 23.754 23.599 23.461         1 
    150.17009   2.306365  2.1001   zDeep    1243990 23.033 22.817 22.748         1 
    150.17157   2.021297  2.0476   zDeep     781745 23.906 23.742 23.469         0 
    150.17421   1.928581  2.0593   zDeep     549101 23.563 23.528 23.584         0 
   150.174713   2.345986   2.514   zDeep    1238122 24.731 24.631 24.631         1 
   150.178726   2.069248  2.2269   zDeep     774557 24.849 24.791 24.892         0 
   150.184555   2.266249    2.45   zDeep     997749 23.976 23.792 23.712         1 
   150.185379   2.086629  2.4952   zDeep     771685 24.198  24.01 23.969         0 
   150.185669    2.18942  2.5224   zDeep        -99  -99.0  -99.0  -99.0         1 
    150.18576   2.135056  2.1062   zDeep    1017669 23.478 23.244 23.107         0 
    150.18808   2.118086  2.1792   zDeep     767300 24.519 24.156 23.879         0 
   150.191238   2.109648  2.1755   zDeep     768621 24.117 23.811 23.758         0 
   150.194275   2.135422   2.585   zDeep    1017899 24.736 24.602 24.387         0 
   150.195694   2.101392   2.573   zDeep     768105  -99.0  -99.0  -99.0         0 
   150.196487   2.295694  2.0113   zDeep    1245641 23.474 23.248 23.121         0 
   150.197525   2.485376  2.2404   zDeep    1463140  24.62 24.222 24.058         1 
   150.200119   2.026491  2.1472   zDeep     780899  24.67 24.448 24.483         0 
   150.202652   2.109306  2.1817   zDeep     768660 24.713 24.386 24.192         0 
   150.204178   2.375588  2.5594   zDeep    1233928 24.798 24.307 24.178         0 
    150.20459    2.45544  2.5867   zDeep    1222298 24.465 24.113 24.009         0 
   150.204742     2.5217  2.2755   zDeep    1457689 24.831 24.555 24.474         0 
   150.206543   2.056318  2.2712   zDeep     776319 24.462 24.249  24.11         0 
    150.20726   2.015293  2.2197   zDeep     782854 24.294 24.038 23.823         0 
   150.208405   1.989533   2.234   zDeep     786382  24.34 24.018  23.87         0 
   150.208862   2.225652  2.4385   zDeep    1004062  24.05 23.957 23.859         1 
   150.209793   1.986636   2.231   zDeep     786883 24.619  24.46 24.381         0 
   150.210281    2.17698  2.4128   zDeep    1011630 24.428 23.977 23.881         1 
   150.210922   2.471931  2.5097   zDeep    1465026 24.682 24.376 24.364         1 
    150.21138   2.322889  2.4657   zDeep    1241520 24.206 23.724 23.667         1 
   150.211578   1.969312  2.1163   zDeep     789705 24.567 24.343 24.204         0 
   150.213165   2.384749  2.4675   zDeep    1232481 24.866 24.791 24.766         1 
   150.215836   2.152459   2.172   zDeep    1015423  -99.0  -99.0  -99.0         1 
   150.216873   2.080795  2.2392   zDeep     772354 24.075 23.857 23.788         0 
   150.219849   1.979377  2.2622   zDeep     787002 26.028 25.626 25.385         0 
   150.223648   2.543719  2.2388   zDeep    1454560 24.104 23.922 23.775         0 
   150.227829   1.996991  2.5754   zDeep     759875 25.193 24.899 24.918         0 
   150.230804   2.315288  2.4088   zDeep    1218262 25.004  24.81 24.729         1 
   150.232605   2.146517   2.472   zDeep     990733 24.861 24.518 24.378         0 
   150.234711   2.132479  2.2191   zDeep     992928  24.09   23.8 23.699         0 
   150.235443   2.215851  2.0136   zDeep     979967 25.111 24.391  23.53         0 
   150.237762   2.495236  2.3207   zDeep    1437287 25.915 24.651  24.47         1 
   150.237854   2.137061  2.5641   zDeep     992034 25.323 24.948 24.917         0 
   150.241989   2.174005  2.2233   zDeep     986447 24.406  24.05 23.937         1 
   150.242676   2.358366    2.27   zDeep        -99  -99.0  -99.0  -99.0         1 
     150.2435   2.180645  2.2221   zDeep     985408 24.695 24.365  24.17         1 
   150.247665   1.963539  2.2419   zDeep     765381  -99.0  -99.0  -99.0         0 
   150.249878    2.46637   2.455   zDeep    1441037 24.201 23.611 23.487         1 
   150.251892   2.270464  2.1035   zDeep     971721 24.435 24.427 24.312         1 
   150.251907   2.181616  2.0547   zDeep     984575 24.503 24.436  24.46         1 
   150.252487    1.98027  2.2239   zDeep     762715 24.124 23.937 23.886         0 
   150.253784   2.324248  2.4685   zDeep    1216968 24.444 24.104 23.925         1 
   150.253784   2.291126  2.4696   zDeep     969124  24.21 24.161 23.904         1 
    150.25473   2.109923  2.0514   zDeep     743237 24.677 24.492 24.527         0 
   150.256195   2.382252  2.3183   zDeep    1207793 24.353 24.061 23.778         1 
   150.259796   2.283164  2.5128   zDeep     970330  24.91 24.528 24.478         1 
    150.26178   2.251375  2.1003   zDeep     974581 24.093  23.95 23.909         1 
   150.262009   1.974025  2.2159   zDeep     763632  -99.0  -99.0  -99.0         0 
   150.262054   2.019667  2.4099   zDeep     756932 24.746  24.71 24.653         0 
   150.263504   1.998686  2.1888   zDeep     759813  -99.0  -99.0  -99.0         0 
   150.264755   2.113352  2.5697   zDeep     742755 24.497 24.041 23.941         0 
   150.268311   1.967824   2.546   zDeep     764658 24.509 23.981 23.802         0 
   150.269257   2.088442  2.1768   zDeep     746400  24.53 24.283 24.298         0 
   150.271484   2.244809  2.5003   zDeep     975515 24.514 24.115 23.995         1 
   150.276169   2.457101   2.284   zDeep    1197758 24.257 23.948 23.816         1 
   150.277069   2.344829  2.1531   zDeep    1213506 24.947 24.561 24.424         1 
   150.277527   2.466664  2.1649   zDeep    1441022  24.37 24.076 23.903         1 
   150.278625   2.273104  2.5337   zDeep     971555 24.515 24.027 23.963         1 
   150.278915   2.215206  2.1464   zDeep     980131 24.699 24.234 24.123         1 
   150.280411   1.953006  2.2451   zDeep     520282 24.658  24.32 24.226         0 
   150.280899   2.249531  2.5748   zDeep     974987 24.053 23.761 23.649         0 
   150.284149   2.307642  2.0408   zDeep    1219369 24.845 24.756 24.703         0 
   150.286438   1.936287  2.0572   zDeep     522898 25.156 24.934 24.762         0 
   150.287598   2.461058  2.5718   zDeep    1419370  24.74 24.317 24.203         0 
   150.288727   2.372639  2.4734   zDeep    1209282 24.877 24.415 24.203         1 
   150.289154   2.064663   2.341   zDeep        -99  -99.0  -99.0  -99.0         0 
   150.289719   2.177955   2.597   zDeep     985955 25.227 24.935 24.608         0 
   150.290161   2.168873  2.1473   zDeep     987255 24.778 24.375 24.298         1 
   150.292145    2.17609  2.0991   zDeep        -99  -99.0  -99.0  -99.0         1 
   150.293182   2.451749  2.5581   zDeep    1198444 24.439 24.074 23.959         0 
   150.294067    2.15732  2.0974   zDeep     989049 23.947 23.774  23.66         1 
   150.294785   2.360982  2.1609   zDeep    1211156  23.92 23.651 23.498         1 
   150.295975   2.345384  2.4673   zDeep    1213144 24.394 23.955 23.767         1 
   150.296021   2.624746   2.156   zDeep    1419482 24.481 24.354 24.307         0 
    150.29744   2.364072  2.3452   zDeep    1210503 23.046 22.732 22.614         1 
   150.301743   1.973212  2.5354   zDeep     763890 24.838 24.394 24.286         0 
   150.303864   2.103946   2.161   zDeep     744046  24.27  24.09 23.962         0 
   150.304153   2.160311  2.0993   zDeep     988051 24.671 24.576 24.444         1 
   150.304276   2.337578   2.452   zDeep    1214598 24.248 23.928 23.774         1 
   150.305939   2.195693  2.3254   zDeep     983032 23.529 23.425 23.442         1 
    150.30629    2.27179  2.5796   zDeep     971698 25.187 24.762 24.691         0 
   150.308151   1.966763  2.3044   zDeep     764850 23.926  23.84 23.877         0 
   150.309402   2.297401  2.5969   zDeep    1220852 25.163  24.82 24.712         0 
   150.316498   2.278801  2.5777   zDeep        -99  -99.0  -99.0  -99.0         0 
   150.319153   2.225037  2.4936   zDeep     978537 23.512 23.301 23.232         1 
   150.319427   2.402551  2.4602   zDeep    1204981 24.309 23.952  23.84         1 
   150.319778   2.498342  2.1942   zDeep    1436928 24.217 24.036 23.946         1 
   150.322693   2.491099   2.556   zDeep        -99  -99.0  -99.0  -99.0         0 
   150.332489   2.239163  2.4926   zDeep     975788  24.41 24.029 24.017         1 
   150.334976   2.366532   2.315   zDeep    1210202 24.377 24.144 24.032         1 
     150.3358   2.292524  2.2179   zDeep     993875 24.353 24.127 23.781         1 
    150.33786   2.237913  2.4924   zDeep     976310 24.172 23.627 23.512         1 
   150.339737   2.498569  2.4077   zDeep    1436622 23.864 23.796 23.687         1 
   150.341263   2.477468  2.5983   zDeep    1439514 24.935 24.743 24.665         0 
   150.341919   2.190741  2.3498   zDeep     983893 24.967 24.673  24.55         1 
   150.342224    2.07912   2.416   zDeep     746903 24.421 24.204 24.139         0 
    150.34259   2.150933     2.1   zDeep     990021 24.194 23.887 23.667         1 
   150.349243   2.463553  2.0348   zDeep    1441404 24.491 24.411 24.416         0 
   150.354355   2.352673  2.4537   zDeep    1212409 23.759 23.377 23.314         1 
   150.355225   2.426323  2.5184   zDeep    1201920 24.743 24.612 24.683         1 
   150.355682   2.148273  2.0318   zDeep     990411 24.259 24.073 23.856         0 
   150.356842   2.120517  2.0354   zDeep     741809 24.645 24.477 24.387         0 
   150.357941   2.041451   2.479   zDeep     752870 24.886 24.696 24.603         0 
   150.358826   2.481686  2.4714   zDeep    1438940 24.511 24.116 24.032         1 
   150.360458   2.055922  2.4429   zDeep     751394 25.847  25.53 25.442         0 
   150.360809    2.05867  2.4257   zDeep     751075 25.314 25.233 24.981         0 
   150.364624   2.470888   2.019   zDeep    1440324 23.721 23.608 23.391         0 
   150.372589   2.021062  2.4117   zDeep     757011 23.442 23.247 23.255         0 
   150.373108   2.255713   2.149   zDeep     974046 24.473 24.398  24.39         1 
   150.376175   2.107647  2.0102   zDeep     743435 23.817 23.499 23.321         0 
   150.376236   2.129261  2.0501   zDeep     993381 24.244 24.127 24.039         0 
   150.377304   2.257811   2.198   zDeep     973749 24.786 24.408  24.25         1 
    150.37738   2.311787  2.1467   zDeep    1218745 24.292  23.83 23.606         1 
   150.377396   2.124934  2.2368   zDeep     741082 24.227 23.941 23.852         0 
   150.378769   2.507137  2.1359   zDeep    1435259 23.666 23.394 23.205         0 
   150.380508   2.274523  2.1986   zDeep     971142 23.213 22.943 22.853         1 
   150.384003   2.338121  2.5092   zDeep    1214641 25.057 25.023 24.899         1 
    150.38414   2.269107  2.4798   zDeep     971821 24.396 24.065 23.968         1 
   150.384506   2.439101  2.1938   zDeep    1200249 24.516 24.159 24.019         1 
   150.384705   2.190523  2.5001   zDeep     983910 24.498 24.384 24.427         1 
   150.386887   2.430451  2.2041   zDeep    1201380 25.152 24.703 24.536         1 
   150.393784   2.194606  2.0381   zDeep     983281 24.377 24.265 24.271         0 
   150.394974   2.401377  2.4362   zDeep    1182524 24.925 24.994 24.879         0 
   150.400696   2.553347  2.0398   zDeep    1403253 24.177 23.926 23.703         0 
   150.401794   1.938208  2.4013   zDeep     498925 24.185 23.882 23.797         0 
   150.407349   2.370443  2.0285   zDeep    1186563 22.968 22.795 22.703         0 
   150.408066   2.165059  2.4117   zDeep     962541 25.099 24.471 24.315         0 
   150.408218   2.380835  2.0328   zDeep    1184834  23.32 23.166 23.108         0 
   150.410187   2.182451   2.485   zDeep     959847 24.081 24.146 24.169         0 
   150.410522   2.071246  2.3399   zDeep     725405 23.973  23.62 23.393         0 
   150.412964   2.446536  2.0318   zDeep    1176313 24.242 24.015 23.779         0 
    150.41423    1.96508  2.2297   zDeep     739921 24.167 24.053 23.899         0 
   150.422119   1.945215  2.2192   zDeep     497777 23.448 23.224 23.122         0 
   150.423782   2.061045  2.0988   zDeep     725015 24.214 23.896 23.819         0 
   150.423904   2.560519  2.4678   zDeep    1404044 24.511 24.071 24.004         0 
     150.4254   2.162422  2.5496   zDeep     962964 24.283 24.076 24.092         0 
   150.428284   2.029667  2.0967   zDeep     730934 23.902 23.791 23.678         0 
   150.428329    1.93687  2.5514   zDeep     499256 24.736 23.989 23.831         0 
   150.436951   2.051972  2.2491   zDeep     727912 24.364  23.94 23.829         0 
   150.438492   2.204765  2.4763   zDeep     956468  24.05 23.598 23.453         0 
   150.438583   2.255938  2.4799   zDeep     948952 24.375 23.923 23.919         0 
   150.439133   2.534963  2.4382   zDeep    1407879 24.863 24.631 24.446         0 
   150.439743   2.239087  2.1581   zDeep     951466 23.719 23.454 23.344         0 
   150.441772   2.219848  2.5727   zDeep     954027 24.938 24.773 24.659         0 
   150.442001   2.000886  2.3516   zDeep     734836 23.697 23.458 23.383         0 
   150.444595   1.958226  2.2736   zDeep     496201 24.358 24.247 24.079         0 
   150.445618   2.390171  2.0285   zDeep    1184105 23.453 23.176 22.962         0 
   150.447357   1.982669  2.3746   zDeep     737537 24.879 24.785 24.871         0 
    150.44812   2.176381  2.5997   zDeep     960846 24.492 24.055 23.917         0 
   150.449539   2.081252  2.2457   zDeep     723500 24.143 23.744 23.546         0 
   150.450302   2.398073   2.284   zDeep    1182990  -99.0  -99.0  -99.0         0 
   150.450943   2.599252  2.3091   zDeep    1398403 25.195 25.121 25.189         0 
    150.45195   2.591846  2.1456   zDeep    1399362 24.828 24.618 24.404         0 
   150.452728   2.349042  2.2804   zDeep    1189806 23.912 23.537 23.481         0 
   150.453171   2.064973  2.3348   zDeep     726170 24.729 24.635 24.457         0 
   150.453552   2.006364  2.4788   zDeep     733838  24.59 24.092 23.941         0 
   150.454391   2.277814  2.2652   zDeep     945731 24.255 23.894 23.815         0 
   150.454453   2.085872  2.0872   zDeep     722954 23.703  23.57 23.557         0 
   150.455444   2.397503  2.2891   zDeep    1183077 25.154  24.73 24.583         0 
   150.455597   2.108145  2.1764   zDeep     720040 24.303 24.214 24.084         0 
   150.455978    2.42662  2.3183   zDeep    1179233 23.727 23.339 23.105         0 
   150.457901   2.466384  2.5471   zDeep    1418253 24.087  23.83 23.708         0 
   150.458267    1.97387  2.4855   zDeep     738753 24.213 24.207 24.165         0 
   150.459793   2.147234  2.0023   zDeep     965409 24.255 24.247 24.339         0 
   150.461533   2.573472  2.2248   zDeep    1402245 24.408 24.154 24.064         0 
   150.462067   2.297345  2.0159   zDeep    1196871 23.206 22.928  22.77         0 
   150.462463   2.430208  2.3242   zDeep    1178423 24.976 24.474 24.313         0 
   150.462738   2.174337  2.3166   zDeep     960923  22.79 22.391 22.258         0 
    150.46373   2.257836  2.1519   zDeep     948673 24.791 24.276 24.198         0 
   150.464661   1.962296  2.3623   zDeep     740401  23.74 23.448 23.334         0 
   150.465546   2.240985  2.4761   zDeep     951186  24.42 23.952 23.838         0 
   150.465607   2.367224  2.0165   zDeep    1187230 23.832 23.753 23.727         0 
   150.466492   2.343694  2.0158   zDeep    1190641 23.865 23.601 23.412         0 
   150.467377   2.048567   2.563   zDeep     728372 24.436 24.406 24.386         0 
   150.467468   2.182942  2.5139   zDeep     959666 25.761 25.517 25.406         0 
   150.467712   2.037298  2.0216   zDeep     729908 24.192 24.139 24.089         0 
   150.469086   2.292741  2.1531   zDeep     968730 26.092 25.797  25.59         0 
   150.470871    2.49498  2.0769   zDeep    1414043 23.667 23.494 23.425         0 
   150.470886   2.139676   2.148   zDeep     966542  24.86 24.582 24.319         0 
   150.472885   2.188847  2.5789   zDeep     958886 24.358 24.552 24.701         0 
   150.473267   2.484744  2.5972   zDeep    1415517 24.921 24.408 24.231         0 
   150.477646   2.227479   2.205   zDeep     953105  23.87 23.647 23.489         0 
   150.486633   2.458792  2.0024   zDeep    1197474   24.0 23.872 23.724         0 
   150.488739   2.361322  2.1473   zDeep    1187761 24.186 24.069 23.861         0 
   150.500412   2.356565  2.0042   zDeep    1188377  23.56 23.299  23.07         0 
   150.503555   2.606203  2.5498   zDeep    1397490 24.477 24.294 24.235         0 
   150.505386   2.237835  2.1909   zDeep     951611 23.923   23.9 23.638         0 
   150.509796   2.013374  2.3579   zDeep     733151 24.315 24.101  23.92         0 
   150.516129   2.118638  2.1475   zDeep     718416 24.201 23.844 23.602         0 
    150.51799   2.434494  2.0458   zDeep    1178066 24.033 23.805 23.595         0 
   150.518295   2.120684   2.158   zDeep     718195 24.671 24.566 24.455         0 
   150.518936   1.964036  2.1042   zDeep     739772 24.735 24.581 24.393         0 
   150.520599   1.981722   2.083   zDeep     736760 24.233 24.107  23.89         0 
   150.521469   2.343806  2.5992   zDeep    1190616 24.998 24.296 24.289         0 
   150.521759   2.052717  2.0725   zDeep     727829 24.647 24.638 24.599         0 
   150.525131   2.267538  2.5819   zDeep     947225 25.129 24.822 24.919         0 
   150.526443   1.960473  2.2127   zDeep     740677 24.434 24.284 24.182         0 
   150.527176   2.270973  2.1993   zDeep     946712 23.991 23.817 23.637         0 
   150.527542   2.389311   2.003   zDeep    1184211  -99.0  -99.0  -99.0         0 
   150.529907   2.065785   2.396   zDeep     726065 24.174 23.895 23.816         0 
   150.530411   2.007468  2.3267   zDeep     733933 23.906 23.688 23.601         0 
   150.532333   2.396851  2.3738   zDeep    1183109 23.901 23.521 23.409         0 
   150.539261   2.327599  2.5329   zDeep    1193021 24.752 24.292 23.954         0 
   150.542877   2.090557  2.2231   zDeep     722477 24.829 24.683 24.654         0 
   150.544952   2.483106  2.5611   zDeep    1415614  -99.0  -99.0  -99.0         0 
   150.544952   2.483106  2.5611   zDeep    1415615  -99.0  -99.0  -99.0         0 
   150.548828   2.402994  2.0027   zDeep    1182318 23.701  23.42 23.156         0 
   150.566574   1.948599  2.2854   zDeep     475471 24.593 24.336 24.179         0 
   150.571671   2.292927  2.5738   zDeep    1150005  24.79 24.225 24.061         0 
   150.574341   2.064583  2.3277   zDeep     702137 25.324 25.039 24.899         0 
   150.574432   2.179411  2.2296   zDeep     935821 24.213 23.931 23.778         0 
   150.576736   2.124564  2.2375   zDeep     717300 24.422 24.294 24.318         0 
   150.576904   2.114508  2.3262   zDeep     694476 24.878 24.454 24.219         0 
   150.577362   2.052008  2.0292   zDeep     703819 24.208 23.994 23.807         0 
   150.580124   2.479809  2.5899   zDeep    1391768 24.618 24.482 24.441         0 
   150.581345   2.005025  2.2875   zDeep     710498  -99.0  -99.0  -99.0         0 
   150.583527   2.283718  2.3263   zDeep     920865 24.394 23.918 23.828         0 
   150.598404   2.141423  2.3361   zDeep        -99  -99.0  -99.0  -99.0         0 
    150.60054   2.058656  2.0318   zDeep     702887 23.687 23.547 23.393         0 
   150.603851   2.314758  2.4602   zDeep    1171249 23.498 23.204 23.105         0 
   150.605438   2.262031  2.1894   zDeep     923780 23.781  23.48 23.363         0 
   150.606125   1.981537  2.1452   zDeep     714075 24.185 24.048 24.074         0 
 150.10273743 2.18377852 2.19792   3DHST        419 25.223 25.157  24.65         1 
 150.10473633 2.18741131 2.02225   3DHST        691 25.625 25.397 25.039         0 
 150.09532166 2.19557595 2.58766   3DHST       1556 25.629 24.881 24.667         0 
