|          ra|       dec|  zspec| source|        id|  gmag|  rmag|  imag|tomo_flag|
|      double|    double| double|   char|      long|double|double|double|     long|
|         deg|       deg|       |       |          |      |      |      |         |
|        null|      null|   null|   null|      null|  null|  null|  null|     null|
    150.18446    2.26626   2.449 CLAMATO        864 23.976 23.792 23.712         1 
    150.21138    2.32292    2.46 CLAMATO       1268 24.206 23.724 23.667         1 
    150.22343     2.3072   2.491 CLAMATO       1274  23.88 23.362 23.184         1 
    150.07341    2.23328   2.303 CLAMATO      12595 24.921 24.615 24.468         1 
    150.07675    2.17348   2.486 CLAMATO      12701 23.897 23.648 23.499         1 
    150.06351    2.16658   2.156 CLAMATO      12713 24.433  24.28 24.214         1 
    150.06866    2.18897     2.3 CLAMATO      12653 24.824  24.41 24.143         1 
    150.05905    2.24059   2.281 CLAMATO        964 24.172 24.048 24.142         1 
    150.08061    2.24284   2.437 CLAMATO       1861 24.526 24.085 23.843         1 
    150.07147    2.22387   2.439 CLAMATO      12612 24.894 24.363 24.253         1 
     150.2166    2.37826   2.375 CLAMATO      15121 24.798 24.509 24.368         1 
    150.22661    2.37556   2.508 CLAMATO      26496  24.85 24.307  24.06         1 
    150.20456    2.45545   2.586 CLAMATO       1219 24.465 24.113 24.009         0 
    150.20447    2.17102    2.37 CLAMATO      12707 24.124 23.762  23.57         1 
    150.18266    2.15479   2.432 CLAMATO      12732 24.731 24.617 24.602         1 
    150.22772    2.23602   2.489 CLAMATO      12304 24.634 24.197 24.117         1 
    150.23683    2.22116   2.429 CLAMATO      12340 25.149 25.369 25.281         1 
    150.18759    2.20976    2.48 CLAMATO      12634 24.191 23.714 23.595         1 
    150.20885    2.22566   2.438 CLAMATO        884  24.05 23.957 23.859         1 
    150.09602    2.49511   2.538 CLAMATO      17715 24.955 24.399 24.265         1 
    150.06027     2.3877    2.55 CLAMATO      26486 24.609 24.115 24.032         1 
    150.07576    2.38064   2.469 CLAMATO       1241  23.72 23.354 23.273         1 
    150.13757    2.44066    2.51 CLAMATO      15040 24.529 24.258 24.319         1 
     150.0137    2.47198    2.42 CLAMATO      17949 25.066 24.567  24.43         1 
    149.95987    2.45353   2.515 CLAMATO      15288 24.721 24.394  24.25         1 
    150.01366    2.46674   2.415 CLAMATO       1589 24.178 23.866 23.727         1 
    149.97008    2.43493   2.458 CLAMATO       1298 24.937 24.683 24.452         1 
    150.24768    2.15066   2.294 CLAMATO      12455 24.666 24.261 24.336         1 
    150.25565    2.21225   2.578 CLAMATO      12355 24.758 24.728 24.927         0 
     150.2847    2.21318   2.503 CLAMATO      32293 24.183 23.786 23.642         1 
    150.27063    2.18604    2.58 CLAMATO      12405 24.587 24.234 24.049         0 
    150.27771    2.21997   2.495 CLAMATO      32286 24.224 23.841 23.701         1 
    150.30594    2.19577   2.323 CLAMATO        805 23.529 23.425 23.442         1 
    150.27141    2.24478   2.506 CLAMATO        785 24.514 24.115 23.995         1 
    150.28088    2.24953   2.579 CLAMATO        783 24.053 23.761 23.649         0 
    150.30026    2.27421   2.581 CLAMATO      12252 24.161 23.813 23.655         0 
    150.29825    2.31653   2.576 CLAMATO      14978  24.43 24.104 24.006         0 
    150.26845     2.2975   2.408 CLAMATO       1216 24.422 24.281 24.236         1 
    150.27863    2.27316    2.53 CLAMATO        771 24.515 24.027 23.963         1 
    150.29594     2.3454   2.465 CLAMATO       1189 24.394 23.955 23.767         1 
    150.30426    2.33754   2.448 CLAMATO       1193 24.248 23.928 23.774         1 
    150.25378    2.32426   2.468 CLAMATO       1203 24.444 24.104 23.925         1 
    150.29295    2.42088   2.402 CLAMATO      33398 23.904 23.665 23.515         1 
    150.30571    2.39347    2.47 CLAMATO      14815 24.416 24.012 23.864         1 
    150.31509    2.49175     2.4 CLAMATO      17483 24.691  24.37 24.197         1 
    150.28142    2.48831   2.559 CLAMATO      34570 24.055 23.876 23.805         0 
    150.31004    2.39676   2.566 CLAMATO      14804 24.043 23.745  23.63         0 
    150.25618    2.38222   2.313 CLAMATO       1174 24.353 24.061 23.778         1 
    150.24989    2.46645    2.45 CLAMATO       1777 24.201 23.611 23.487         1 
    150.29317    2.45171   2.556 CLAMATO       1157 24.439 24.074 23.959         0 
    150.34473    2.39424   2.279 CLAMATO      14818 24.068 23.819 23.742         1 
    150.37248    2.41991   2.471 CLAMATO      14776 24.177 23.928 23.854         1 
    150.33798    2.47542   2.403 CLAMATO      17503 23.847 23.752 23.596         1 
    150.32265    2.44352   2.505 CLAMATO      14742 24.272  24.27 24.344         1 
    150.32812    2.42992   2.555 CLAMATO      14763  23.52 23.264 23.192         0 
    150.31796    2.43698   2.551 CLAMATO      14751 24.823 24.627 24.519         0 
    150.35866    2.38921   2.558 CLAMATO      14833 24.688 24.346 24.312         0 
    150.36858    2.40183   2.585 CLAMATO      14800  24.61 24.373 24.237         0 
     150.3484    2.46721   2.587 CLAMATO      17517 24.721 24.483 24.355         0 
    150.35135    2.44302   2.452 CLAMATO       1159 24.436 24.142 24.056         1 
    150.31071    2.40391   2.496 CLAMATO       1168 24.027 23.677 23.521         1 
     150.3588    2.48178   2.471 CLAMATO       1502 24.511 24.116 24.032         1 
    150.35596     2.4634   2.471 CLAMATO       1512 24.173  23.73 23.605         1 
    150.34009    2.35964   2.452 CLAMATO      14882 23.879 23.503 23.387         1 
    150.32918    2.30061   2.317 CLAMATO      15010 24.554 24.494 24.407         1 
    150.32224    2.28384   2.586 CLAMATO      32231 24.305 23.848 23.959         0 
    150.36411    2.33619   2.494 CLAMATO      14940  24.04 23.746 23.631         1 
    150.37976    2.29622   2.496 CLAMATO      15018 24.491 23.959 23.819         1 
    150.37938    2.33715   2.498 CLAMATO      33462 24.208 23.831 23.793         1 
    150.34924    2.32607   2.472 CLAMATO      33464 23.934 24.045 24.028         1 
    150.35432    2.35273   2.453 CLAMATO       1187 23.759 23.377 23.314         1 
    150.31223    2.27923   2.578 CLAMATO        767 24.734 24.136 23.978         0 
    150.35461    2.14912   2.272 CLAMATO      32330 23.865 23.498  23.43         0 
    150.35986    2.24675   2.455 CLAMATO      12291 23.913 23.636 23.503         1 
    150.32335    2.18807   2.502 CLAMATO      12400 24.067  23.85 23.787         1 
    150.36682    2.21295   2.483 CLAMATO      12359  24.52 24.193 23.895         1 
    150.32465    2.20695    2.49 CLAMATO      12375 24.613 24.521 24.421         1 
    150.35489        2.2   2.496 CLAMATO      12387 24.609 24.121 24.022         1 
    150.34128    2.23061   2.495 CLAMATO      12322 24.955 24.556 24.563         1 
    150.33784    2.23791   2.491 CLAMATO        787 24.172 23.627 23.512         1 
    150.31914    2.22503   2.493 CLAMATO        794 23.512 23.301 23.232         1 
    150.31235    2.21436   2.451 CLAMATO        795 24.174 24.009 23.927         1 
    150.37843    2.17079   2.551 CLAMATO        819 24.685 24.327  24.12         0 
    150.31601    2.24457   2.583 CLAMATO       1719 24.676 24.383 24.433         0 
    150.14896     2.4883    2.38 CLAMATO      17733 24.874 24.933 25.096         1 
    150.10031    2.46256   2.477 CLAMATO      26344  24.22 23.895 23.887         1 
    150.14372    2.49322   2.461 CLAMATO      17721 25.135 24.772 24.585         1 
    150.15773     2.4089   2.463 CLAMATO      33515  23.57 23.173 22.972         1 
    150.04836    2.45004   2.452 CLAMATO      15291 25.044 24.796 24.696         1 
    150.00836    2.43981   2.574 CLAMATO      15304  24.75 24.524 24.406         0 
     150.0636    2.42693    2.52 CLAMATO      15055 24.306 24.259 24.212         1 
    150.05705     2.4823   2.392 CLAMATO      34724 24.743 24.576 24.522         1 
    150.06973    2.45253   2.423 CLAMATO       1220 24.471 24.352 24.298         1 
    149.94215    2.36591   2.477 CLAMATO      15385 24.132 23.707 23.479         0 
    149.98924    2.28759   2.088 CLAMATO      32399 23.074 22.423 22.053         1 
    149.99947    2.33633   2.583 CLAMATO      33610 23.941 23.734 23.605         0 
    149.93594    2.29014   2.552 CLAMATO       1875 24.057 23.812 23.874         0 
    150.37741   1.938318   2.208    VUDS 5100521696 24.883 24.532 24.235         0 
    150.18688   1.948517  2.4988    VUDS 5100546580 24.493 24.088 23.979         0 
    150.38672   2.066264  2.4192    VUDS 5100749467 24.698 24.171 24.058         0 
    150.31713   2.063564   2.452    VUDS 5100750191 24.504 24.115 24.049         0 
    150.33591    2.06163   2.413    VUDS 5100750518 24.939 24.894 24.741         0 
    150.38424   2.043793  2.5916    VUDS 5100753530 25.132 24.496 24.481         0 
    150.35032   2.024258  2.4849    VUDS 5100756455 24.419 24.114 24.139         0 
    150.37581    2.00292  2.3534    VUDS 5100759431 24.481 24.091 24.097         0 
    150.32924   1.990217  2.2856    VUDS 5100761170 25.712 25.334 25.258         0 
    150.29614   1.968757  2.4766    VUDS 5100763941 25.261 25.002 24.725         0 
    150.18811   2.113879  2.5551    VUDS 5100767196 25.314 24.827 24.727         0 
    150.21896   2.111198  2.1856    VUDS 5100767716 25.355 24.959 24.732         0 
    150.21053   2.104489   2.245    VUDS 5100769351 24.879 24.636 24.439         0 
    150.16788   2.071518  2.4278    VUDS 5100773383 24.629 24.288 24.173         0 
    150.18813   2.071606  2.4428    VUDS 5100774255 24.959 24.458 24.304         0 
    150.20767   2.060965  2.4453    VUDS 5100775427  25.16 24.895 24.779         0 
    150.20405   2.063203    2.22    VUDS 5100775708 25.833 25.275 25.197         0 
    150.22237   2.059182    2.42    VUDS 5100775860 25.338 25.252 24.987         0 
    150.16647    2.01496  2.2324    VUDS 5100782847 25.373 24.849  24.77         0 
    149.87818    2.11698  2.4726    VUDS 5100816688 25.523 25.163 24.952         0 
    149.78594    2.12005  2.1455    VUDS 5100816842 25.143 25.112 25.018         0 
    149.79967    2.11414  2.2232    VUDS 5100818126 25.489 24.887 24.729         0 
    149.80769   2.112087  2.4142    VUDS 5100818163 25.306 25.274  24.95         0 
    149.81029   2.110961  2.2133    VUDS 5100818194 24.879 24.583 23.983         0 
     149.8114   2.110924  2.2797    VUDS 5100818196 25.389 25.118 24.949         0 
     149.8639   2.110218   2.426    VUDS 5100818370 25.012 24.846 24.909         0 
    149.88523    2.09962  2.4477    VUDS 5100819629 25.377 24.985 24.551         0 
    149.77879   2.101985  2.3166    VUDS 5100819730  24.95 24.969 24.945         0 
    149.79351   2.099976  2.3065    VUDS 5100820103 24.919 24.569 24.489         0 
    149.83092    2.09203  2.2132    VUDS 5100820904 24.714  24.38 24.248         0 
    149.89002   2.091076  2.5177    VUDS 5100821369 24.145 24.022 23.837         0 
    149.84656   2.089151  2.2129    VUDS 5100821639 24.536 24.299 24.032         0 
    149.77688   2.082293  2.1958    VUDS 5100822200 24.211 23.902 23.768         0 
    149.81135   2.068911  2.2918    VUDS 5100824484 24.802 24.091 23.718         0 
    149.87516   2.067372  2.2155    VUDS 5100824669 24.613 24.065 23.808         0 
    149.78954   2.066267  2.2407    VUDS 5100824982 24.822 24.645 24.436         0 
    149.85441   2.063404  2.1984    VUDS 5100825294  25.04 24.812 24.727         0 
    150.40433   2.167413   2.213    VUDS 5100962101 24.403 24.209 24.029         0 
     150.3584   2.280368  2.3285    VUDS 5100970554 25.206 25.073  25.03         1 
    150.29426   2.275004  2.4245    VUDS 5100970986 25.827  25.37 25.093         1 
    150.32605   2.264997  2.1509    VUDS 5100972674 24.398  24.16 24.083         1 
    150.29822     2.2459   2.146    VUDS 5100974743 24.596 24.458 24.431         1 
    150.30024   2.246251  2.4736    VUDS 5100974753 24.407 24.017 23.836         1 
    150.31602   2.244567  2.5832    VUDS 5100975642 24.676 24.383 24.433         0 
    150.36527   2.243684  2.5834    VUDS 5100975910 24.699 24.216 24.109         0 
     150.2277   2.236016  2.4821    VUDS 5100977050 24.634 24.197 24.117         1 
    150.29764   2.176849  2.4522    VUDS 5100986097 25.231 24.757 24.625         1 
    150.25002   2.165185  2.3899    VUDS 5100987744 25.251 25.071  24.94         1 
     150.3905   2.158113  2.5972    VUDS 5100988642 25.151 25.142 24.963         0 
    150.23907   2.153263  2.3025    VUDS 5100989632 24.363 24.363   24.3         1 
    150.32709   2.149491  2.0057    VUDS 5100990266 24.722 24.437  24.13         0 
    150.22977   2.140046  2.2852    VUDS 5100991778 24.679  24.52 24.384         0 
    150.20668   2.283033  2.4605    VUDS 5100995200   26.0 27.545 26.209         1 
      150.227   2.275502   2.436    VUDS 5100996522 25.709  25.18 24.974         1 
    150.21952   2.269203  2.5993    VUDS 5100997323 24.873 24.465 24.402         0 
    150.16478   2.260697   2.446    VUDS 5100998761 24.903 24.838 24.957         1 
    150.22519   2.249809  2.0983    VUDS 5101000426 24.944 24.676 24.266         1 
    150.18253   2.235927  2.1908    VUDS 5101002470 24.706 24.205 24.033         1 
    150.22732   2.236137  2.3586    VUDS 5101002505 24.448 24.108 24.018         1 
    150.15286   2.181428  2.2811    VUDS 5101010526 25.583  25.22 25.005         1 
     150.1511   2.163309  2.1405    VUDS 5101013782 25.154 24.831 24.797         1 
    150.17661    2.16106  2.4023    VUDS 5101013999 26.662 25.605 25.227         1 
    150.20182   2.161475  2.4664    VUDS 5101014145 25.619 25.063 24.866         1 
    150.18785   2.160743   2.169    VUDS 5101014292  24.83 24.293 23.915         1 
    150.21575   2.152538  2.1675    VUDS 5101015423 24.465 24.315 24.204         1 
    150.16976   2.140895  2.1711    VUDS 5101017171 24.958 24.599 24.567         0 
    150.22058   2.136986  2.3156    VUDS 5101017728 24.875 24.528  24.33         0 
    150.19673   2.292641  2.1328    VUDS 5101019304 25.489 25.082 24.671         1 
    149.74223   2.285155  2.4397    VUDS 5101045052 24.703 24.302 24.192         0 
    149.87568   2.275081  2.4329    VUDS 5101046721 25.112 24.883 24.811         0 
    149.80855   2.272279  2.3366    VUDS 5101047109 25.277 24.792 24.693         0 
    149.79162   2.268436  2.3459    VUDS 5101047135 24.838 24.793 24.699         0 
    149.80711   2.247469  2.5604    VUDS 5101049546 24.733 24.471 24.428         0 
    149.88123   2.253884  2.4988    VUDS 5101049936 24.799 24.732 24.639         0 
     149.8433   2.253443  2.1645    VUDS 5101049971 25.047 24.537 24.399         0 
    149.86877   2.247194  2.5355    VUDS 5101050489 24.826 24.402  24.12         0 
    149.88338   2.245164  2.4386    VUDS 5101050971  24.85 24.399 24.341         0 
    149.81513   2.242113  2.1044    VUDS 5101051556 24.581 24.401   24.3         0 
    149.79422   2.240973  2.2769    VUDS 5101051735 24.081 23.922 23.689         0 
    149.79825    2.23869  2.2672    VUDS 5101052056 24.752 24.622 24.424         0 
     149.7883   2.192857  2.4548    VUDS 5101059073 24.923 24.609 24.378         0 
    149.85092    2.19147  2.2346    VUDS 5101059122 24.455 24.185 23.967         0 
    149.72982    2.18477  2.2007    VUDS 5101060173 25.862 25.512 24.721         0 
    149.89187   2.176372  2.2772    VUDS 5101060345 24.714 24.413 24.233         0 
    149.85581   2.181415  2.1713    VUDS 5101060861 25.056 24.846 24.741         0 
     149.7787   2.180108  2.3672    VUDS 5101060943 25.728  25.41 25.054         0 
    149.78612   2.179184  2.2009    VUDS 5101061123  25.31 25.128 24.848         0 
     149.8084   2.161496  2.5037    VUDS 5101063605  25.59 24.647 25.357         0 
      149.812   2.153396  2.2647    VUDS 5101065082 25.262 24.915 24.984         0 
    149.81716   2.151446  2.2667    VUDS 5101065161 24.165 23.823 23.627         0 
    149.77871   2.139817  2.1173    VUDS 5101066802 25.338 25.031  24.46         0 
    149.78253   2.137212   2.263    VUDS 5101067651 25.338 24.885 24.997         0 
    150.24094   2.453236  2.4142    VUDS 5101198393  25.47 25.326 25.156         1 
    150.23341   2.449813   2.023    VUDS 5101198821  25.16 24.974 24.777         0 
    150.24293   2.449367  2.5501    VUDS 5101198903 25.711 25.302 25.291         0 
    150.33478   2.439996  2.4564    VUDS 5101200116 24.708 24.397 24.333         1 
    150.36036   2.435714   2.507    VUDS 5101200843 25.207 24.845 24.921         1 
    150.25689   2.415592  2.1616    VUDS 5101203350  24.35 24.324 24.285         1 
    150.33986   2.385746  2.1804    VUDS 5101207263 24.316 24.212 24.188         1 
    150.32557   2.360177  2.4859    VUDS 5101211337 24.798   24.3 24.207         1 
    150.32961   2.359151  2.3158    VUDS 5101211442 25.221 24.733 24.581         1 
    150.25042   2.346265  2.5033    VUDS 5101213323  25.07 24.601 24.472         1 
    150.35148   2.341159  2.5889    VUDS 5101213958 24.939  24.77 24.652         0 
    150.33342   2.325282  2.2522    VUDS 5101216692 24.856 24.485 24.478         1 
    150.32968   2.319498  2.4693    VUDS 5101216818 24.933 24.706 24.541         1 
    150.24005   2.321546  2.5878    VUDS 5101216892 25.755 25.272  25.22         0 
    150.23204   2.318071  2.0617    VUDS 5101217793 24.861 24.485 24.232         1 
      150.254   2.304919  2.5085    VUDS 5101218392 25.492 25.053 24.734         1 
    150.33201    2.30952  2.1785    VUDS 5101218888 25.115 24.635 24.295         1 
     150.2997   2.310852  2.1317    VUDS 5101218959 25.428 25.357 24.997         1 
    150.32748   2.300986  2.5938    VUDS 5101220332 25.265 25.247 25.197         0 
    150.17271   2.429676  2.2246    VUDS 5101225912  25.26 24.915 24.835         1 
    150.18702   2.416936  2.5226    VUDS 5101227899 24.822 24.667 24.471         1 
     150.1475   2.415345  2.4286    VUDS 5101227985 25.379 25.161 24.916         1 
    150.14587   2.412532  2.1925    VUDS 5101227996 24.289 24.184 24.111         1 
   149.864738   1.942723  2.3744    VUDS  510123102 24.907 24.776 24.831         0 
    150.15748   2.379074  2.1102    VUDS 5101233444  25.38 25.318 25.285         1 
    150.18501   2.377433  2.1677    VUDS 5101233584 24.417 24.195 23.852         1 
    150.15977    2.37123  2.4562    VUDS 5101234596 24.386 23.892 23.873         1 
    150.14763   2.367186   2.452    VUDS 5101235293 23.979 23.856 23.805         1 
     150.1642   2.365403  2.4571    VUDS 5101235549 24.862  24.34 24.344         1 
    150.17002   2.360769  2.4626    VUDS 5101236265 25.559 25.339 25.018         1 
    150.16078   2.349238  2.3068    VUDS 5101237723  25.65 25.262 24.896         1 
    150.15372   2.337016  2.4408    VUDS 5101239530 26.227 24.864 24.537         1 
    150.17929   2.328692  2.5585    VUDS 5101240553 24.686 24.191 24.067         0 
    150.18837   2.329189  2.2879    VUDS 5101240563 24.638 24.448  24.35         1 
    150.15046     2.3166  2.2758    VUDS 5101242475 25.101 24.824 24.649         1 
    150.21575   2.312179  2.5025    VUDS 5101243212 24.942 24.517 24.421         1 
    149.85933   2.361495  2.4221    VUDS 5101285136 25.151 24.742 24.683         0 
    149.81556    2.35923  2.4719    VUDS 5101285479 24.657 24.474 24.523         0 
     149.8012   2.348799  2.4431    VUDS 5101286960 24.516 24.218 24.213         0 
    149.86865   2.335431  2.4712    VUDS 5101288604 25.652 25.233 24.881         0 
    149.79743   2.337291  2.4693    VUDS 5101288717  24.75  24.27  24.13         0 
    149.79967   2.321153  2.5006    VUDS 5101291110 25.295 24.946 25.003         0 
    149.85977   2.318611  2.4144    VUDS 5101291549 25.014 24.643 24.448         0 
      149.875   2.315763  2.0158    VUDS 5101291907 24.866 24.659 24.523         0 
    149.83634   2.313843   2.102    VUDS 5101292020 24.391 24.089 23.935         0 
    149.84561   2.295793  2.2263    VUDS 5101293053 24.913 24.877 24.832         0 
   149.819511   1.962536  2.5149    VUDS  510132817 25.508 25.234  25.34         0 
    150.40685   2.620418  2.5656    VUDS 5101395272 25.819 25.226 25.063         0 
   150.044786   1.975637  2.4824    VUDS  510139850 25.839 25.648 25.624         0 
    150.31498   2.607329   2.229    VUDS 5101421828  25.38 24.982 24.848         0 
    150.33668   2.605389   2.465    VUDS 5101421970  23.97 24.185 24.156         0 
    150.36443   2.599098  2.4649    VUDS 5101422723 24.138 24.103 24.136         0 
     150.3669   2.595042   2.597    VUDS 5101423229 24.458 24.377 24.343         0 
    150.35881   2.594035  2.5216    VUDS 5101423400 24.495 24.243 24.116         0 
    150.39012   2.564792  2.5872    VUDS 5101427623  25.27 24.943 24.869         0 
    150.38288   2.559026  2.4428    VUDS 5101428458  24.45 24.256 24.152         0 
    150.36416   2.558261  2.2629    VUDS 5101428613 24.534  24.29 24.149         0 
    150.31538   2.555226  2.0373    VUDS 5101428874 24.751 24.387 24.165         0 
    150.36943   2.553315  2.5737    VUDS 5101429274 26.064 25.776 25.381         0 
    150.36712   2.541793  2.4939    VUDS 5101430676 25.093 24.702 24.449         0 
    150.36131   2.478639  2.5004    VUDS 5101439460 25.011 24.849 24.746         1 
   150.364613    2.47088  2.0173    VUDS 5101440324 23.721 23.608 23.391         0 
    150.34436   2.466676  2.3984    VUDS 5101440960 25.033 24.576 24.341         1 
    150.29288   2.466985  2.1252    VUDS 5101440963 24.881 24.799 24.714         1 
     150.2499   2.466446  2.4497    VUDS 5101441037 24.201 23.611 23.487         1 
    150.22499   2.622003     2.3    VUDS 5101442465 20.735  19.53  -99.9         0 
    150.18293   2.555162   2.234    VUDS 5101452988  23.56  23.28 23.123         0 
    150.16226   2.549441  2.2832    VUDS 5101453709 25.469 25.384 24.859         0 
     150.1977   2.485772  2.4583    VUDS 5101463139 24.792 24.607 24.212         1 
    150.20316    2.47861  2.1679    VUDS 5101464099 25.434 25.248 24.945         1 
     150.1884   2.465745  2.1191    VUDS 5101465882 24.577 24.345 24.353         1 
    150.33862    2.65164  2.5256    VUDS 5101658372 24.725 24.109 23.985         0 
    150.22311   2.642324   2.145    VUDS 5101684135 23.873 23.922 23.894         0 
   150.066238    2.12246  2.3523    VUDS  510220218 25.655 24.697 24.348         0 
   150.090406     2.1512  2.2976    VUDS  510236484 25.086 24.434 24.066         1 
   150.038404   2.177673  2.4311    VUDS  510251353 25.068 24.847 24.736         1 
    149.93418   2.234089  2.3028    VUDS  510283065 25.399 25.323 25.357         0 
   150.051702    2.23767  2.4373    VUDS  510286178 25.231 25.139 25.145         1 
   150.033697   2.303534   2.038    VUDS  510319584 25.647 25.501 25.469         0 
     150.0482   2.402586  2.4667    VUDS  510374433 25.505   24.9 24.819         1 
   149.936791    2.42108  2.5171    VUDS  510383923  25.26 24.636 24.423         0 
   150.100446    2.42858  2.4743    VUDS  510387625 25.272  24.99 24.879         1 
   149.912567   2.473794  2.4526    VUDS  510409740 25.769 24.863 24.829         0 
   149.900091   2.537263   2.405    VUDS  510443708  -99.0  -99.0  -99.0         0 
   150.101761    2.61024  2.4732    VUDS  510483515 25.067 24.964 24.956         0 
   149.964435   2.633967  2.3258    VUDS  510495982 25.266 25.005 25.067         0 
   150.054553   2.636077  2.3814    VUDS  510496513 25.409 25.121 24.955         0 
   150.043561   2.656433   2.277    VUDS  510507399 25.535 25.255 25.121         0 
    150.10517   1.953287  2.3422    VUDS  510545734  25.29 25.112 25.068         0 
    150.06278   1.948748  2.1876    VUDS  510545851  25.25 24.747 24.462         0 
    150.06953   1.944824  2.3309    VUDS  510546094 25.454 25.248 25.055         0 
    150.07994   1.949867  2.4951    VUDS  510546380 24.657 24.324 24.213         0 
    150.06791   1.942323  2.5463    VUDS  510547614 25.674 25.352 25.278         0 
    150.13859   1.937083  2.3735    VUDS  510548045 25.332 25.203 25.201         0 
    150.12209   1.935396  2.3863    VUDS  510548478 24.365 24.008 23.698         0 
    149.96119    1.95458   2.495    VUDS  510570486 25.459 25.261 25.163         0 
    149.95033    1.95176  2.2665    VUDS  510570865 25.383 25.142 24.944         0 
    150.05306   1.948074  2.0549    VUDS  510571567 24.735  24.39 24.271         0 
    149.90933   1.945726  2.5437    VUDS  510571668 24.711 24.412 24.293         0 
    149.96573   1.942759  2.4753    VUDS  510572245 25.175 24.854 24.939         0 
    149.94257   1.942125  2.2142    VUDS  510572393 25.096 24.876 24.561         0 
    149.91355   1.940396   2.306    VUDS  510572612 26.129 25.422 24.902         0 
    149.93937   1.938912  2.5029    VUDS  510572671 25.285 24.893 24.813         0 
    149.86669   1.952681  2.5979    VUDS  510594820 25.074 24.748 24.518         0 
     149.8708   1.946205  2.5587    VUDS  510594826  24.04 23.695 23.504         0 
    149.79431   1.952244  2.5236    VUDS  510594954  24.69 24.424 24.222         0 
    149.87566   1.951686  2.5625    VUDS  510594985 25.395 25.188 24.974         0 
    149.82652   1.938228  2.5017    VUDS  510595977 25.493 25.434 25.002         0 
    150.11275   2.122132  2.1352    VUDS  510766577 25.112 25.027 24.727         0 
    150.14733   2.116769  2.1647    VUDS  510767381  25.58 25.309 24.999         0 
    150.09252     2.1117  2.2883    VUDS  510768339  24.82 24.385 24.302         0 
    150.10526   2.109952  2.5298    VUDS  510768599 25.142 24.882 24.795         0 
     150.1035   2.104096  2.4292    VUDS  510768915  25.49 25.029 24.791         0 
    150.11942   2.078901  2.4172    VUDS  510772823 25.669 25.135 24.795         0 
    150.09427   2.070558  2.4625    VUDS  510774421 24.494 23.896  23.68         0 
    150.11773    2.07016  2.3038    VUDS  510774446 25.275 25.101 24.894         0 
     150.0885   2.061168  2.2731    VUDS  510775677 25.093 24.918 24.951         0 
     150.1092   2.059046  2.4956    VUDS  510775967 24.628 24.342 24.275         0 
    150.11976    2.04754  2.1068    VUDS  510776661 24.815 24.624  24.31         0 
    150.06233   2.048057  2.5395    VUDS  510777439 25.472 25.192 24.983         0 
    150.13987   2.023903  2.1293    VUDS  510781352 25.379 25.341 25.152         0 
    150.12771   1.991696  2.5304    VUDS  510786123  25.81 25.036 24.831         0 
     150.1263   1.980771  2.3668    VUDS  510787830 25.463 25.353 25.142         0 
    150.09913   1.979259  2.5289    VUDS  510788069 25.581 25.152 25.061         0 
    150.10111   1.974308  2.4537    VUDS  510788880 25.067 24.922 24.752         0 
    149.90184   1.960391  2.5935    VUDS  510791249  24.63 24.127 24.019         0 
    149.98688   2.125213  2.5844    VUDS  510791469 25.342 24.955 24.778         0 
    149.98908   2.116284   2.437    VUDS  510792657 24.632  24.34 24.256         0 
    149.90205   2.115799  2.0737    VUDS  510792843  26.26  25.21 25.035         0 
    149.95433   2.102948  2.4265    VUDS  510794774 25.384 24.898 24.586         0 
    149.94347   2.088711  2.4207    VUDS  510796580 25.382 25.084 24.894         0 
    150.03483   2.084678  2.3898    VUDS  510797261 25.003  24.65 24.561         0 
    149.94051    2.07277  2.3407    VUDS  510799175 25.487 24.875 24.775         0 
    149.98534    2.07128  2.4281    VUDS  510799304 23.049 22.789 22.748         0 
     149.8984     2.0715   2.327    VUDS  510799393 24.586 24.391 24.452         0 
    149.96591   2.069733  2.5053    VUDS  510799661 25.491 25.115 24.845         0 
    149.92118   2.067633  2.2115    VUDS  510799958 23.933  23.63 23.584         0 
    149.99643    2.06778  2.1527    VUDS  510800077 25.027  24.93 24.738         0 
    149.95213   2.062781  2.5545    VUDS  510800237 25.229  24.66 24.553         0 
    149.95985   2.061613  2.3976    VUDS  510800850 24.876 24.377 24.119         0 
    149.93956   2.052416  2.3172    VUDS  510802200 25.279  25.13  24.95         0 
    149.89524   2.028955  2.1121    VUDS  510805979 25.494 25.311 24.901         0 
    150.05114   2.022484  2.4874    VUDS  510806200 23.893 23.414 23.258         0 
     149.9646   2.025278  2.5931    VUDS  510806235  25.72 25.478 24.336         0 
    149.89806   1.987699   2.542    VUDS  510811272 24.367  24.11 23.985         0 
    149.96453   1.977486    2.49    VUDS  510813145 25.139 24.711 24.636         0 
    149.99792    1.97127  2.3903    VUDS  510813937 24.385 23.755 23.639         0 
    150.04618   1.967607  2.4814    VUDS  510814730 25.164 24.829 24.755         0 
    149.91564   1.966152    2.59    VUDS  510814934 24.132 23.889 23.763         0 
    149.88652    2.11365  2.4594    VUDS  510817244 25.582 25.016 24.884         0 
    149.82271   2.047161   2.343    VUDS  510828040  25.25 25.137 25.029         0 
    149.81327   2.040681  2.4818    VUDS  510829001   25.0 24.636 24.497         0 
    149.73623   2.027978   2.449    VUDS  510830907 23.326 22.995 22.929         0 
    149.88704   2.025844  2.0105    VUDS  510831295 24.747 24.369  24.49         0 
    149.83384   2.022649   2.582    VUDS  510831694 24.965 24.686 24.502         0 
